pyo_open,dec,weekend,public_hol,school_hol,temp,rain,lines
1,0,0,1,1,100001,0000,0111001000
1,0,0,0,1,010111,0100,0110001011
1,0,0,0,1,010111,0001,1010100100
1,0,1,0,1,010111,0001,1010111010
1,0,1,0,1,010110,0000,0111101001
1,0,0,0,1,010111,0011,0111010111
1,0,0,0,1,010111,0000,1000011110
1,0,0,0,1,011100,0000,0111101110
1,0,0,0,1,011111,0000,0111110001
1,0,0,0,1,100011,0000,0101011001
1,0,1,0,1,100001,0000,0111110010
1,0,1,0,1,100100,0000,1000011000
1,0,0,0,1,101010,0000,0001111110
1,0,0,0,1,101101,0000,0001100101
1,0,0,0,1,101100,0000,0001010011
1,0,0,0,1,101100,0000,0000111110
1,0,0,0,1,101011,0000,0010000010
1,0,1,0,1,011111,0010,0110001101
1,0,1,0,1,011101,0000,1000100001
1,0,0,0,1,011110,0000,0101000100
1,0,0,0,1,011011,0000,0101001101
1,0,0,0,1,011101,0000,0100110100
1,0,0,0,1,100011,0000,0011011000
1,0,0,0,1,011011,0000,0101101011
1,0,1,0,1,011011,0000,1000110000
1,0,1,0,1,100010,0000,0110111011
1,0,0,1,1,100111,0000,0110000101
1,0,0,0,0,101011,0000,0000111111
1,0,0,0,0,011111,0000,0001111101
1,0,0,0,0,100101,0000,0001011010
1,0,0,0,0,100110,0000,0010001100
1,0,1,0,0,101011,0000,0010010001
1,0,1,0,0,101101,0000,0010111100
1,0,0,0,0,011100,0000,0001110110
1,0,0,0,0,011100,0000,0010000101
1,0,0,0,0,100010,0000,0001100011
1,0,0,0,0,100010,0000,0010011100
1,0,0,0,0,100101,0000,0001111001
1,0,1,0,0,101011,0000,0010101000
1,0,1,0,0,011100,0000,1001001011
1,0,0,0,0,100010,0000,0001100101
1,0,0,0,0,101011,0000,0001001111
1,0,0,0,0,101010,0000,0000110001
1,0,0,0,0,011011,0001,0000101010
1,0,0,0,0,011001,1111,0001110001
1,0,1,0,0,011011,1111,0011100011
1,0,1,0,0,011001,0000,0110100000
1,0,0,0,0,011011,0000,0010000011
1,0,0,0,0,011001,0000,0010010100
1,0,0,0,0,010101,0011,0001010101
1,0,0,0,0,010101,0010,0010100000
1,0,0,0,0,010110,0000,0010001111
1,0,1,0,0,010111,0000,0101011111
1,0,1,0,0,011011,0000,0111011010
1,0,0,0,0,011110,0000,0010001011
1,0,0,0,0,011000,0000,0001111001
1,0,0,0,0,011000,0000,0010001011
1,0,0,0,0,011000,0000,0010001110
1,0,0,0,0,011010,0000,0010010010
1,0,1,0,0,011011,0000,0101101110
1,0,1,0,0,011110,0000,0111000000
1,0,0,0,0,100000,0000,0010001001
1,0,0,0,0,100011,0000,0001001011
1,0,0,0,0,011001,0000,0001110001
1,0,0,0,0,011000,0000,0010001111
1,0,0,0,0,011000,0000,0010010101
1,0,1,0,0,011111,0000,0111010100
1,0,1,0,0,100100,0000,1000010011
1,0,0,1,0,100011,0000,1010010101
1,0,0,0,0,100000,0000,0001101010
1,0,0,0,0,011000,0010,0010100101
1,0,0,0,0,011010,0000,0010101000
1,0,0,0,0,011100,0000,0011000000
1,0,1,0,0,011000,0000,0101010100
1,0,1,0,0,010110,0101,0100101101
1,0,0,0,0,011000,0111,0001101110
1,0,0,0,0,011001,0001,0010010110
1,0,0,0,0,011001,0000,0001111000
1,0,0,0,0,100001,0000,0010100010
1,0,0,0,0,010110,0000,0011001110
1,0,1,0,0,010111,0000,0111000111
1,0,1,0,0,010100,0000,0110000100
1,0,0,0,0,010110,0001,0001101100
1,0,0,0,0,010100,0000,0010010001
1,0,0,0,0,011100,0001,0010011100
1,0,0,0,0,011101,0000,0001111011
1,0,0,0,0,011100,0000,0010000101
1,0,1,0,0,011100,0000,0101110001
1,0,1,0,0,100001,0000,0111110100
1,0,0,0,0,100001,0000,0001111111
1,0,0,0,0,100101,0000,0001111100
1,0,0,0,0,010111,0001,0001110001
1,0,0,0,0,010101,0000,0010000110
1,0,0,0,0,010101,0000,0010000101
1,0,1,0,0,010110,0000,0011111010
1,0,1,0,0,011001,0000,0111000011
1,0,0,0,0,011010,0000,0010001111
1,0,0,0,0,011000,0001,0010100011
1,0,0,0,0,010110,1111,0001100010
1,0,0,0,0,010111,0011,0001111010
1,0,0,0,0,010011,0000,0011010101
1,0,1,0,1,010101,0000,0101010011
1,0,1,0,1,010110,0000,0110110100
1,0,0,0,1,010110,0000,0100011010
1,0,0,0,1,010111,0000,0101001010
1,0,0,0,1,011000,0000,0100010010
1,0,0,0,1,011000,0000,0100000001
1,0,0,1,1,010101,0010,0110101011
1,0,1,1,1,010100,0000,0111111101
1,0,1,1,1,010111,0000,0101110110
1,0,0,1,1,011101,0000,1000101010
1,0,0,0,1,010101,0000,0100110111
1,0,0,0,1,010101,0000,0110011110
1,0,0,0,1,010110,0001,0101101101
1,0,0,1,1,010111,0000,0111001110
1,0,1,0,1,010101,0001,0100111011
1,0,1,0,1,010110,0000,0101100111
1,0,0,0,0,011101,0000,0010001001
1,0,0,0,0,010011,1111,0010000001
1,0,0,0,0,010010,0010,0010010010
1,0,0,0,0,010010,0000,0001110010
1,0,0,0,0,001100,1100,0001001111
1,0,1,0,0,010000,1000,0011010110
1,0,1,0,0,010001,0000,0100010110
1,0,0,0,0,010010,0000,0001011000
1,0,0,0,0,010001,0011,0001011110
1,0,0,0,0,010010,0000,0001100000
0,0,0,0,0,010010,0000,0001111100
1,0,0,0,0,001110,0010,0001100110
1,0,1,0,0,010011,1111,0011110110
0,0,1,0,0,010101,0000,0100101000
1,0,0,0,0,010101,0000,0001010000
1,0,0,0,0,010111,0000,0001001101
1,0,0,0,0,011000,0000,0001111110
1,0,0,0,0,011001,0000,0010010010
1,0,0,0,0,011011,0000,0010100010
1,0,1,0,0,011000,0000,0100100010
1,0,1,0,0,011001,0000,0110000011
1,0,0,0,0,010110,0000,0001110001
1,0,0,0,0,011000,0000,0001111010
1,0,0,0,0,011010,0000,0010000000
1,0,0,0,0,011010,0000,0001001001
0,0,0,0,0,010110,0000,0010010010
0,0,1,0,0,011001,0000,0100011011
0,0,1,0,0,011000,0000,0100110101
0,0,0,0,0,010100,0001,0000111100
0,0,0,0,0,010010,1001,0000111010
0,0,0,0,0,010010,0101,0001000110
0,0,0,0,0,010101,0000,0000100100
0,0,0,0,0,010101,0000,0001010100
0,0,1,0,0,001111,0000,0010010110
0,0,1,0,0,010000,0101,0010000000
0,0,0,0,0,010010,0001,0001000111
0,0,0,0,0,010010,0000,0001010110
0,0,0,0,0,010010,0000,0001000101
0,0,0,0,0,010010,0001,0001100001
0,0,0,0,0,010010,0000,0001011001
0,0,1,0,0,010011,0000,0011000001
0,0,1,0,0,010001,0000,0100101010
0,0,0,1,0,001111,0000,0011110100
0,0,0,0,0,010011,0000,0001011110
0,0,0,0,0,010001,0000,0001000010
0,0,0,0,0,010001,0000,0001001001
0,0,0,0,0,001110,0100,0001000110
0,0,1,0,0,001111,0111,0010011011
0,0,1,0,0,010000,0000,0010011010
0,0,0,0,0,010001,0000,0001000010
0,0,0,0,0,001111,0010,0001000111
0,0,0,0,0,010001,0000,0000111111
0,0,0,0,0,010000,0000,0001000001
0,0,0,0,0,010010,0000,0001100000
0,0,1,0,0,010000,1001,0010011001
0,0,1,0,0,010001,0000,0010110001
0,0,0,0,0,001101,1101,0001000011
0,0,0,0,0,010000,1111,0001001100
0,0,0,0,0,010000,0110,0001000001
0,0,0,0,0,010000,0010,0000111000
0,0,0,0,0,010001,0000,0000111011
0,0,1,0,0,001101,1111,0001100100
0,0,1,0,0,001110,0010,0010001001
0,0,0,0,0,001111,0001,0001000001
0,0,0,0,0,010000,0110,0001100100
0,0,0,0,0,010001,0001,0001011001
0,0,0,0,0,010000,0000,0001101001
0,0,0,0,0,010000,0000,0001111110
0,0,1,0,1,001110,0011,0010111101
0,0,1,0,1,010000,1111,0010101000
0,0,0,0,1,001111,0000,0011000101
0,0,0,0,1,010011,0000,0001001110
0,0,0,0,1,001011,1101,0001011111
0,0,0,0,1,001110,1111,0001011110
0,0,0,0,1,010000,0000,0001110100
0,0,1,0,1,001110,0010,0011001100
0,0,1,0,1,001110,0000,0011001101
0,0,0,0,1,001100,0000,0001101010
0,0,0,0,1,001101,0010,0001100100
0,0,0,0,1,010001,0011,0001101110
0,0,0,0,1,001101,0101,0001001001
0,0,0,0,1,001110,1000,0001100111
0,0,1,0,1,001101,0000,0010110101
0,0,1,0,1,001111,0000,0010011111
0,0,0,0,0,010001,0000,0001000111
0,0,0,0,0,010011,0000,0000111001
0,0,0,0,0,010000,0000,0001100000
0,0,0,0,0,010000,1111,0001000000
0,0,0,0,0,010000,0010,0001100010
0,0,1,0,0,010000,0011,0010100011
0,0,1,0,0,010001,0000,0011011111
0,0,0,0,0,010001,0000,0001010111
0,0,0,0,0,010001,0000,0001000100
0,0,0,0,0,010001,0011,0001001011
0,0,0,0,0,010000,0000,0001100000
0,0,0,0,0,001101,1111,0001000011
0,0,1,0,0,001110,0010,0010001111
0,0,1,0,0,001111,0000,0010110111
0,0,0,0,0,001111,0000,0000111100
0,0,0,0,0,010001,0000,0001011110
0,0,0,0,0,010000,0000,0001001011
0,0,0,0,0,010001,0000,0000111110
0,0,0,0,0,010010,0000,0001010111
0,0,1,0,0,010010,0000,0010011011
0,0,1,0,0,001111,0000,0011000011
0,0,0,0,0,001101,0000,0001001001
0,0,0,0,0,001110,0000,0001011010
0,0,0,0,0,001110,0000,0001010010
0,0,0,0,0,010000,0000,0001100110
0,0,0,0,0,010100,0000,0001100110
0,0,1,0,0,001110,0000,0010111110
0,0,1,0,0,010000,0010,0010111011
0,0,0,0,0,001111,0000,0001001001
0,0,0,0,0,001111,0000,0001000100
0,0,0,0,0,001111,0000,0001001101
0,0,0,0,0,010011,0000,0001010110
0,0,0,0,0,010101,0000,0010110000
0,0,1,0,0,010010,0000,0001110000
0,0,1,0,0,010000,0000,0011110101
0,0,0,0,0,010011,0000,0001001110
0,0,0,0,0,010011,0000,0001001001
0,0,0,0,0,010110,0000,0001001010
0,0,0,0,0,011000,0000,0001011101
0,0,0,0,0,011001,0000,0001001110
0,0,1,0,0,011001,0000,0010010011
0,0,1,0,0,010111,0000,0011001010
0,0,0,0,0,010000,0111,0001001101
0,0,0,0,0,010000,0110,0001001000
0,0,0,0,0,001111,0000,0001000111
0,0,0,0,0,010000,0101,0001101001
0,0,0,0,0,010011,0000,0001001101
0,0,1,0,0,010101,0000,0010111001
0,0,1,0,0,010111,0000,0010110010
0,0,0,0,0,011001,0000,0001011110
0,0,0,0,0,010101,0101,0001001111
0,0,0,0,0,010010,0001,0001101001
0,0,0,0,0,010010,0001,0001101001
0,0,0,0,0,010010,0000,0001100111
0,0,1,0,0,010110,0000,0011010110
0,0,1,0,0,011011,0000,0011000100
0,0,0,0,0,010010,0000,0001110001
0,0,0,0,0,010010,0000,0001101000
0,0,0,0,0,010001,0010,0001110010
0,0,0,0,0,001111,0000,0001101001
0,0,0,0,0,010011,0010,0001011111
0,0,1,0,0,010111,0000,0011000101
0,0,1,0,0,011000,0000,0011100101
0,0,0,0,0,011011,0000,0001110101
0,0,0,0,0,011011,0000,0010001001
0,0,0,0,0,010111,0001,0010000111
0,0,0,0,0,010001,0000,0010000110
0,0,0,0,0,010110,0001,0010101010
0,0,1,0,1,011111,0000,0010100100
0,0,1,0,1,011110,0000,0011110010
0,0,0,0,1,010110,0000,0010110000
0,0,0,0,1,010101,0000,0010010100
0,0,0,0,1,010011,0001,0011010000
0,0,0,0,1,010100,0000,0011000011
0,0,0,0,1,011011,0000,0010111100
0,0,1,0,1,100000,0000,0011111010
0,0,1,0,1,011101,0000,0011110100
0,0,0,1,1,011101,0000,0011111000
0,0,0,0,1,010011,0000,0010011010
0,0,0,0,1,010101,0000,0010101101
1,0,0,0,1,011101,0000,0011000011
1,0,0,0,1,100000,0000,0010111011
1,0,1,0,1,010110,0000,0011111001
1,0,1,0,1,010110,0000,0101011101
1,0,0,0,0,010001,0000,0010111001
1,0,0,0,0,010001,0000,0001101101
1,0,0,0,0,010010,0000,0001111110
1,0,0,0,0,010011,0000,0010001110
1,0,0,0,0,011100,0000,0011011000
1,0,1,0,0,100001,0000,0111001100
1,0,1,0,0,100001,0000,0111100001
1,0,0,0,0,100001,0000,0010101000
1,0,0,0,0,100101,0000,0001111110
1,0,0,0,0,100000,0000,0010110101
1,0,0,0,0,011000,0000,0011011100
1,0,0,0,0,100001,0000,0011011110
1,0,1,0,0,011010,0000,1000110101
1,0,1,0,0,011101,0000,1000100111
1,0,0,0,0,010100,0100,0011000110
1,0,0,0,0,010110,0000,0011100000
1,0,0,0,0,011001,0000,0010001111
1,0,0,0,0,011100,0000,0010100111
1,0,0,0,0,100011,0000,0011010000
1,0,1,0,0,010010,0010,0111010010
1,0,1,0,0,010100,0000,1011010100
1,0,0,0,0,011101,0000,0011011100
1,0,0,0,0,010111,0000,0010111110
1,0,0,0,0,010101,0000,0011100011
1,0,0,0,0,011101,0000,0010110010
1,0,0,0,0,100101,0000,0001101110
1,0,1,0,0,010110,0000,0111010111
1,0,1,0,0,010111,0001,1100000101
1,0,0,0,0,011011,0000,0011111111
1,0,0,0,0,011100,0000,0011000000
1,0,0,0,0,100011,0000,0010101000
0,0,0,0,0,100111,0000,0001100010
1,0,0,0,0,011000,0000,0100001111
1,0,1,0,0,011001,0000,1000001000
1,0,1,0,0,010101,0110,1001111100
1,0,0,0,0,010111,0000,0010111001
1,0,0,0,0,011000,0000,0011100100
1,0,0,0,0,100001,0000,0010001011
1,0,0,0,0,011000,0000,0010001111
1,0,0,0,0,011011,0111,0011010101
1,0,1,0,0,011000,0010,0100010110
1,0,1,0,0,011100,0111,1001101101
1,0,0,0,0,010111,0000,0100010101
1,0,0,0,0,010110,0000,0011101101
1,0,0,0,0,011010,0000,0100000101
1,0,0,0,0,011101,0000,0100000111
1,0,0,0,0,100000,0000,0101100000
1,0,1,0,0,100100,0000,1000000000
1,0,1,0,0,011111,0000,1000011010
1,1,0,0,0,011001,0000,0011100100
1,1,0,0,0,011101,0000,0011001101
1,1,0,0,0,100001,0000,0011001101
1,1,0,0,0,011001,0000,0010110010
1,1,0,0,0,011001,0000,0100000000
1,1,1,0,0,011000,0000,1010001101
1,1,1,0,0,011001,0000,1000111111
1,1,0,0,0,011110,0000,0100000000
1,1,0,0,0,100000,0000,0010101010
1,1,0,0,0,010111,0000,0011001101
1,1,0,0,0,011010,0011,0011101010
1,1,0,0,0,011111,0000,0100010000
1,1,1,0,1,100100,0000,0111011101
1,1,1,0,1,011101,0000,1000011100
1,1,0,0,1,011101,0000,0100010101
1,1,0,0,1,011000,0000,0101101001
1,1,0,0,1,011000,0000,0101111000
1,1,0,0,1,011000,0000,0101010001
1,1,0,0,1,011000,0000,0110010010
1,1,1,0,1,011110,0000,1001000110
1,1,1,0,1,100100,0000,1001100100
1,1,0,0,1,011010,0000,0111110111
1,1,0,0,1,011000,0010,1010011111
1,1,0,0,1,011000,0000,1000011101
1,0,0,1,1,010111,0000,0110111000
1,0,1,0,1,011010,0000,1010101001
1,0,1,0,1,011110,0000,1011111110
1,0,0,0,1,010111,0001,1010100010
1,0,0,0,1,011000,0000,1011111110
1,0,0,0,1,011100,0000,1001010010
1,0,0,1,1,100101,0000,0111100110
1,0,0,0,1,101100,0000,0010110111
1,0,1,0,1,100110,0000,0011011000
1,0,1,0,1,011111,0000,0111100000
1,0,0,0,1,100011,0000,0101001001
1,0,0,0,1,100111,0000,0011001011
1,0,0,0,1,101010,0000,0010010011
1,0,0,0,1,011011,1000,0011000101
1,0,0,0,1,010101,0011,0011110010
1,0,1,0,1,010100,1001,0010111111
1,0,1,0,1,011100,0010,0110111111
1,0,0,0,1,011110,0000,0100100001
1,0,0,0,1,010101,1111,0011000101
1,0,0,0,1,011000,0010,0100010111
1,0,0,0,1,011000,0000,0101110011
1,0,0,0,1,011010,0000,0110010101
1,0,1,0,1,011001,0000,1010001111
1,0,1,0,1,011010,0000,1001110001
1,0,0,0,1,100000,0000,0100101001
1,0,0,0,1,100001,0000,0100001000
1,0,0,0,1,011100,0001,0101101010
1,0,0,0,1,100000,0000,0100011111
1,0,0,0,1,011010,0000,0101000110
1,0,1,0,1,011001,0000,1001100000
1,0,1,0,1,010110,0000,1011001110
1,0,0,1,1,010101,0000,1001011001
1,0,0,0,0,010111,0000,0010101001
1,0,0,0,0,011010,0000,0010000011
1,0,0,0,0,011110,0000,0010011100
1,0,0,0,0,011101,0000,0010100110
1,0,1,0,0,011000,0000,0110111000
1,0,1,0,0,010110,0000,0111010111
1,0,0,0,0,011000,0000,0010000110
1,0,0,0,0,011101,0000,0001110010
1,0,0,0,0,011010,0000,0010001101
1,0,0,0,0,011110,0000,0001100011
1,0,0,0,0,100110,0000,0010110000
1,0,1,0,0,100111,0000,0011110011
1,0,1,0,0,100001,0000,0101111010
1,0,0,0,0,011111,0000,0010000000
1,0,0,0,0,100010,0000,0001111111
1,0,0,0,0,100011,0000,0001111100
1,0,0,0,0,100101,0000,0010001101
1,0,0,0,0,100011,0000,0010000001
1,0,1,0,0,101010,0000,0101000011
1,0,1,0,0,100111,0000,0100101000
1,0,0,0,0,011100,0000,0011011110
1,0,0,0,0,011110,0000,0010011100
1,0,0,0,0,011111,0000,0010011100
1,0,0,0,0,100101,0000,0010011101
1,0,0,0,0,100111,0000,0010111011
1,0,1,0,0,101000,0000,0011010100
1,0,1,0,0,101000,0000,0011001100
1,0,0,0,0,011011,0000,0010001000
1,0,0,0,0,011001,0000,0010100010
1,0,0,0,0,011100,0000,0001100010
1,0,0,0,0,011111,0000,0010001110
1,0,0,0,0,100011,0000,0001100001
1,0,1,0,0,100011,0001,0100111100
1,0,1,0,0,011001,0000,1000000100
1,0,0,0,0,011110,0000,0010101000
1,0,0,0,0,011110,0000,0010011110
1,0,0,0,0,011000,0000,0000111100
1,0,0,0,0,011000,0000,0010010011
1,0,0,0,0,011000,0000,0010011101
1,0,1,0,0,011000,0000,0111001000
1,0,1,0,0,011000,0000,1010011001
1,0,0,1,0,011001,0000,1001110011
1,0,0,0,0,011001,0000,0010010111
1,0,0,0,0,011001,0000,0010010111
1,0,0,0,0,011010,0000,0001101100
1,0,0,0,0,011001,0000,0010010000
1,0,1,0,0,011101,0000,0110111000
1,0,1,0,0,011001,0000,1000010010
1,0,0,0,0,100010,0000,0010010000
1,0,0,0,0,011011,0000,0010011010
1,0,0,0,0,011100,0001,0010011110
1,0,0,0,0,011011,0000,0010001010
1,0,0,0,0,011000,0000,0011101010
1,0,1,0,0,011001,0000,0111000010
1,0,1,0,0,011111,0000,0111101101
1,0,0,0,0,010111,0000,0010110100
1,0,0,0,0,010011,0000,0010010100
1,0,0,0,0,010111,0000,0001110011
1,0,0,0,0,010011,0001,0010001101
1,0,0,0,0,010100,0000,0010011100
1,0,1,0,0,010111,0000,0101110011
1,0,1,0,0,011001,0000,0111110111
1,0,0,0,0,011010,0000,0011000010
1,0,0,0,0,100000,0000,0010101001
1,0,0,0,0,011110,0000,0010100111
1,0,0,0,0,010101,0001,0011010110
1,0,0,1,0,010111,0000,1000001010
1,0,1,1,0,011000,0000,1000101111
1,0,1,1,0,010110,0000,1001001011
1,0,0,1,0,010000,1100,0101110100
1,0,0,0,0,010001,1101,0010101001
1,0,0,0,0,010100,0000,0010110111
1,0,0,0,0,010010,0000,0010101011
1,0,0,0,0,010101,0000,0011110000
1,0,1,0,1,011010,0000,0101111101
1,0,1,0,1,011000,0000,0111111101
1,0,0,0,1,011011,0000,0010110001
1,0,0,0,1,011110,0000,0100000000
1,0,0,0,1,011000,0000,0100000111
1,0,0,0,1,010011,0000,0011000000
1,0,0,0,1,010001,1011,0010110011
1,0,1,0,1,010011,0000,0100100001
1,0,1,0,1,010001,0101,0101101010
1,0,0,0,1,010001,0000,0100010001
1,0,0,0,1,010011,0000,0011011011
1,0,0,0,1,010101,0000,0100001000
1,0,0,0,1,010100,0000,0011001001
1,0,0,0,1,010001,0010,0001111010
1,0,1,1,1,010000,1101,0011111111
1,0,1,0,1,010001,0001,0101111000
1,0,0,0,0,010010,0000,0010000010
1,0,0,0,0,010001,0000,0001111100
1,0,0,0,0,010010,0000,0011010011
1,0,0,0,0,010110,0000,0010011000
1,0,0,0,0,010111,0000,0010110101
1,0,1,0,0,010101,0000,0100101011
1,0,1,0,0,010110,0000,0100111111
0,0,0,0,0,011100,0000,0010010101
0,0,0,0,0,010001,0010,0010011000
0,0,0,0,0,010010,0001,0001010101
0,0,0,0,0,010001,0001,0001011001
0,0,0,0,0,010001,0100,0001001111
0,0,1,0,0,010010,0110,0010100001
0,0,1,0,0,010011,0100,0010010111
0,0,0,0,0,010001,0100,0001110011
0,0,0,0,0,010000,0100,0001001001
0,0,0,0,0,001111,0010,0001110000
