pyo_open,dec,weekend,public_hol,school_hol,temp,rain,lines
0,0,0,0,0,010000,0000,0001001110
0,0,0,0,0,010000,0000,0001100100
0,0,1,0,0,010010,0000,0010000111
0,0,1,0,0,010111,0000,0010111100
0,0,0,0,0,010110,0000,0001010101
0,0,0,0,0,010100,1111,0001011110
0,0,0,0,0,010000,0011,0000110110
0,0,0,0,0,001110,0000,0000110000
0,0,0,0,0,010001,0000,0001100101
0,0,1,0,0,010010,0000,0001111101
0,0,1,0,0,010010,0000,0010111111
0,0,0,0,0,010101,0000,0001011010
0,0,0,0,0,010101,0001,0001100111
0,0,0,0,0,010100,0000,0001011001
0,0,0,0,0,010011,0000,0001001110
0,0,0,0,0,010001,0011,0001011111
0,0,1,0,0,010000,0000,0010100110
0,0,1,0,0,010001,0011,0010101111
0,0,0,0,0,001110,0000,0001011110
0,0,0,0,0,001110,0000,0000110100
0,0,0,0,0,010000,0000,0001001101
0,0,0,0,0,010001,0001,0000111010
0,0,0,0,0,010001,0000,0001110100
0,0,1,0,0,010101,0000,0011100000
0,0,1,0,0,010001,0000,0100100101
0,0,0,1,0,010010,0000,0101001001
0,0,0,0,0,010000,0011,0001001101
0,0,0,0,0,001110,0000,0000110110
0,0,0,0,0,001110,0000,0001011000
0,0,0,0,0,010100,0000,0001011011
0,0,1,0,0,010100,0000,0010011010
0,0,1,0,0,010011,0000,0010010100
0,0,0,0,0,010000,0001,0001001111
0,0,0,0,0,010000,0001,0000110010
0,0,0,0,0,010001,0000,0001001000
0,0,0,0,0,010000,0001,0001010101
0,0,0,0,0,001111,0000,0001010100
0,0,1,0,0,001110,0000,0001111001
0,0,1,0,0,001111,0000,0010101010
0,0,0,0,0,010010,0000,0001010111
0,0,0,0,0,010010,0000,0000110010
0,0,0,0,0,001110,0000,0001011011
0,0,0,0,0,001110,0000,0001000001
0,0,0,0,0,010000,0000,0001110000
0,0,1,0,0,010000,0000,0010100001
0,0,0,0,0,001110,0000,0001110011
0,0,0,0,0,001111,0000,0001111111
0,0,0,0,0,010000,0000,0001110100
0,0,0,0,0,001110,0000,0001110000
0,0,1,0,1,010001,0000,0011111011
0,0,1,0,1,010001,0000,0011100000
0,0,0,0,1,010000,0110,0010011100
0,0,0,0,1,001111,0101,0010010111
0,0,0,0,1,010001,0001,0010001110
0,0,0,0,1,010011,0000,0001110110
0,0,0,0,1,001111,0011,0010100111
0,0,1,0,1,001100,1111,0011000100
0,0,1,0,1,001100,0101,0010100011
0,0,0,0,1,001111,0100,0010000110
0,0,0,0,1,001110,0001,0001100101
0,0,0,0,1,001101,0110,0001101101
0,0,0,0,1,001110,0001,0001111010
0,0,0,0,1,001101,0000,0010011101
0,0,1,0,1,001110,0000,0010011010
0,0,1,0,1,001101,0000,0010111000
0,0,0,0,0,001101,0000,0001100111
0,0,0,0,0,001110,0000,0001111001
0,0,0,0,0,010000,0100,0001100101
0,0,0,0,0,010010,0001,0001010101
0,0,0,0,0,010000,0001,0001011011
0,0,1,0,0,001111,0010,0010011110
0,0,1,0,0,001100,1011,0011000100
0,0,0,0,0,001110,0001,0000111111
0,0,0,0,0,001101,0010,0000110100
0,0,0,0,0,001110,0000,0001011110
0,0,0,0,0,001111,0000,0000111111
0,0,0,0,0,010000,0000,0001101000
0,0,1,0,0,001100,1011,0010001110
0,0,1,0,0,001110,0111,0010111010
0,0,0,0,0,001110,0011,0001000100
0,0,0,0,0,001101,0001,0001100011
0,0,0,0,0,001110,0100,0001011010
0,0,0,0,0,001101,0001,0001010011
0,0,0,0,0,001011,0001,0001011010
0,0,1,0,0,010001,0000,0011000000
0,0,1,0,0,010011,0000,0011001000
0,0,0,0,0,010000,0000,0001010111
0,0,0,0,0,010000,0011,0000101100
0,0,0,0,0,001111,0110,0001101000
0,0,0,0,0,010000,0100,0001011001
0,0,0,0,0,001111,0001,0001010011
0,0,1,0,0,001111,0001,0010011111
0,0,1,0,0,010000,0000,0011001001
0,0,0,0,0,010000,0000,0001100100
0,0,0,0,0,001110,0000,0001001101
0,0,0,0,0,010011,0000,0001010101
0,0,0,0,0,010111,0000,0001000110
0,0,0,0,0,010101,0011,0001000100
0,0,1,0,0,010010,0001,0010111010
0,0,1,0,0,010001,0000,0010101111
0,0,0,0,0,001110,0000,0000111010
0,0,0,0,0,001111,0000,0001101100
0,0,0,0,0,010000,0000,0001001001
0,0,0,0,0,001110,0001,0001010110
0,0,0,0,0,001110,0001,0001010110
0,0,1,0,0,001111,0000,0010011001
0,0,1,0,0,010001,0000,0010111100
0,0,0,0,0,010100,0000,0001001011
0,0,0,0,0,010100,0000,0001001000
0,0,0,0,0,001110,1000,0001001110
0,0,0,0,0,010000,1011,0001011101
0,0,0,0,0,001110,0000,0001010001
0,0,1,0,0,010010,0000,0010001010
0,0,1,0,0,010001,0000,0010001001
0,0,0,0,0,001111,0001,0001001110
0,0,0,0,0,010001,0011,0001000100
0,0,0,0,0,001111,0010,0001001011
0,0,0,0,0,010100,0000,0001100011
0,0,0,0,0,011001,0000,0001111011
0,0,1,0,0,011011,0000,0010001010
0,0,1,0,0,011101,0000,0010100111
0,0,0,0,0,010100,0000,0001101011
0,0,0,0,0,010001,0001,0001011001
0,0,0,0,0,010011,0000,0010100000
0,0,0,0,0,010001,1111,0001110110
0,0,0,0,0,010001,0000,0001011000
0,0,1,0,0,010101,0000,0011010001
0,0,1,0,0,011001,0000,0011101100
0,0,0,0,0,010000,0010,0001101101
0,0,0,0,0,010000,0001,0010000011
0,0,0,0,0,010000,0000,0011010001
0,0,0,0,0,010000,0000,0010101010
0,0,0,0,0,010100,0000,0010011101
0,0,1,0,1,010110,0000,0100000010
0,0,1,0,1,011001,0000,0011110011
0,0,0,0,1,010100,0000,0011000101
0,0,0,0,1,010010,0000,0011001001
0,0,0,0,1,010110,0000,0010101101
0,0,0,0,1,011000,0000,0010110101
0,0,0,0,1,011111,0000,0010111011
0,0,1,0,1,100001,0000,0011010001
0,0,1,0,1,011110,0000,0100001100
0,0,0,1,1,100100,0000,0011110111
0,0,0,0,1,011000,0000,0010000101
0,0,0,0,1,010101,0000,0001111000
0,0,0,0,1,011110,0000,0001100000
1,0,0,0,1,100011,0000,0010001111
1,0,1,0,1,011101,0000,0010101010
1,0,1,0,1,010101,0000,0011101110
1,0,0,0,0,010100,0000,0001101101
1,0,0,0,0,010110,0000,0010000110
1,0,0,0,0,011110,0000,0001110111
1,0,0,0,0,100100,0000,0001101011
1,0,0,0,0,010101,0001,0010001000
1,0,1,0,0,011001,0011,0101101000
1,0,1,0,0,011110,0000,0111011011
1,0,0,0,0,100001,0000,0010101000
1,0,0,0,0,011001,0000,0010011110
1,0,0,0,0,010011,0101,0001111001
1,0,0,0,0,010100,0000,0010110111
1,0,0,0,0,011000,0000,0100001100
1,0,1,0,0,100001,0000,0111100110
1,0,1,0,0,011001,0000,1001000000
1,0,0,0,0,010101,0000,0010100011
1,0,0,0,0,011001,0000,0010001101
0,0,0,0,0,011100,0000,0001100111
1,0,0,0,0,100010,0000,0011000001
1,0,0,0,0,011100,0000,0011000100
1,0,1,0,0,011100,0000,0111010110
1,0,1,0,0,011001,0000,1001011001
1,0,0,0,0,011000,0000,0011100010
1,0,0,0,0,011100,0000,0010001011
1,0,0,0,0,011010,0101,0010010111
1,0,0,0,0,010101,0010,0010110000
1,0,0,0,0,010110,0001,0011111111
1,0,1,0,0,011100,0000,1000110110
1,0,1,0,0,100100,0000,0101110010
1,0,0,0,0,100101,0000,0010110110
1,0,0,0,0,011010,0000,0010101010
1,0,0,0,0,011011,0000,0011010010
1,0,0,0,0,011100,0000,0001111011
1,0,0,0,0,010110,0000,0100001100
1,0,1,0,0,010110,0000,1001011110
1,0,1,0,0,011001,0000,1001110010
1,0,0,0,0,011111,0000,0011101000
1,0,0,0,0,100100,0000,0010110111
1,0,0,0,0,101000,0000,0001111111
1,0,0,0,0,100101,0000,0010101110
1,0,0,0,0,010111,0000,0100000110
1,0,1,0,0,010110,0000,1011001001
1,0,1,0,0,010101,0000,1010000111
1,0,0,0,0,010111,0000,0100010010
1,0,0,0,0,011101,0000,0011110010
0,0,0,0,0,100000,0000,0011010010
1,0,0,0,0,010100,0001,0100100011
1,0,0,0,0,010110,0000,0100000010
1,0,1,0,0,011000,0000,1000011111
1,0,1,0,0,011101,0000,1011110000
1,0,0,0,0,100011,0000,0100011110
1,1,0,0,0,010100,0000,0010100011
1,1,0,0,0,010101,0001,0011110011
1,1,0,0,0,011100,0000,0011110011
1,1,0,0,0,100011,0000,0011110011
1,1,1,0,0,101000,0000,0101001000
1,1,1,0,0,101010,0000,0100000000
1,1,0,0,0,100111,0000,0011011100
1,1,0,0,0,011010,0110,0010110100
1,1,0,0,0,011010,0000,0100011011
1,1,0,0,0,011010,0000,0011101100
1,1,0,0,0,010111,0000,0100100110
1,1,1,0,1,011000,0000,1001111010
1,1,1,0,1,100001,0000,1010100100
1,1,0,0,1,100101,0000,0100110101
1,1,0,0,1,100100,0000,0100000001
1,1,0,0,1,101001,0000,0100011000
1,1,0,0,1,101011,0000,0010110101
1,1,0,0,1,101001,0000,0000101101
1,1,1,0,1,101011,0000,0011111011
1,1,1,0,1,011000,0011,1000111001
1,1,0,0,1,011000,0010,0111101110
1,1,0,0,1,100000,0000,1000001000
1,1,0,0,1,100011,0000,1000111111
1,1,0,0,1,100111,0000,0110001001
1,0,1,0,1,011000,0001,0111010100
1,0,1,0,1,011010,0000,1010011101
1,0,0,1,1,011101,0000,1011100010
1,0,0,0,1,100010,0000,0110000000
1,0,0,0,1,100110,0000,0100101111
1,0,0,0,1,101001,0000,0110010001
1,0,0,1,1,100011,0000,0110100111
1,0,1,0,1,011011,0000,1010011111
1,0,1,0,1,011101,0000,1011010011
1,0,0,0,1,100000,0000,0111000111
1,0,0,0,1,011110,0000,0111101011
1,0,0,0,1,011110,0000,1000011001
1,0,0,0,1,011111,0000,1000000100
1,0,0,0,1,011111,0000,0101101001
1,0,1,0,1,100011,0000,1000111011
1,0,1,0,1,100110,0000,0101111001
1,0,0,0,1,100110,0000,0011101110
1,0,0,0,1,101000,0000,0010010110
1,0,0,0,1,100011,0000,0011010001
1,0,0,0,1,011000,0000,0110101000
1,0,0,0,1,011010,0000,0111100000
1,0,1,0,1,011110,0000,1001011011
1,0,1,0,1,100101,0000,0101001000
1,0,0,0,1,100111,0000,0001011000
1,0,0,0,1,100100,0000,0001001011
1,0,0,0,1,100010,0000,0011111101
1,0,0,0,1,100101,0000,0100011001
1,0,0,0,1,011110,1000,0100000010
1,0,1,0,1,011010,1000,1001001010
1,0,1,0,1,011101,0000,1001000011
1,0,0,0,1,011110,0000,0011000001
1,0,0,1,1,100001,0000,1000101111
1,0,0,0,1,100001,0000,0011110000
1,0,0,0,1,011010,0000,0100100011
1,0,0,0,1,010100,1111,0010110010
1,0,1,0,1,011000,1111,0101110000
1,0,1,0,1,011001,0000,1001000010
1,0,0,0,0,100001,0000,0010011101
0,0,0,0,0,011001,1101,0000110100
1,0,0,0,0,010111,0101,0010001000
1,0,0,0,0,011000,0000,0010110011
1,0,0,0,0,011110,0000,0010111111
1,0,1,0,0,100001,0000,0101101001
1,0,1,0,0,011111,0000,0110101000
1,0,0,0,0,011110,0000,0010011000
1,0,0,0,0,100011,0000,0010101000
1,0,0,0,0,100011,0000,0001111011
1,0,0,0,0,100000,0000,0001111000
1,0,0,0,0,100010,0000,0010010100
1,0,1,0,0,011101,0000,0111000011
1,0,1,0,0,011001,0000,1010010000
1,0,0,0,0,011000,0000,0010011001
1,0,0,0,0,011000,0000,0010010000
1,0,0,0,0,011010,0000,0010111000
1,0,0,0,0,011100,0000,0010000111
1,0,0,0,0,011001,0000,0010111011
1,0,1,0,0,011010,0000,0111000111
1,0,1,0,0,100101,0000,0101111110
1,0,0,0,0,101000,0000,0010000000
1,0,0,0,0,100101,0000,0001101011
1,0,0,0,0,011100,0000,0001111010
1,0,0,0,0,011010,0000,0010010001
1,0,0,0,0,011001,0000,0011100010
1,0,1,0,0,011001,0000,0110010011
1,0,1,0,0,011110,0000,0111110101
1,0,0,0,0,011111,0000,0001110100
1,0,0,0,0,100001,0000,0001101110
1,0,0,0,0,100011,0000,0010011011
1,0,0,0,0,100010,0000,0001110100
1,0,0,0,0,100001,0000,0010001001
1,0,1,0,0,100111,0000,0100000100
1,0,1,0,0,100110,0000,0100011111
1,0,0,0,0,011111,1111,0010011011
1,0,0,0,0,100101,0000,0001011111
1,0,0,0,0,011110,0000,0001110101
1,0,0,0,0,011101,1111,0010001001
0,0,0,0,0,011111,0010,0010010000
1,0,1,0,0,011111,0000,0101101111
1,0,1,0,0,100000,0000,1000000100
1,0,0,1,0,011011,0000,1011110001
1,0,0,0,0,011110,0000,0010010110
1,0,0,0,0,100001,0000,0001100100
1,0,0,0,0,100011,0000,0001100010
1,0,0,0,0,010101,1000,0010011110
1,0,1,0,0,010110,0000,0110000000
1,0,1,0,0,011000,0000,1000011000
0,0,0,0,0,011001,0000,0010000001
0,0,0,0,0,011110,0000,0001110110
0,0,0,0,0,011001,0000,0001100000
1,0,0,0,0,011100,0000,0001110011
1,0,0,1,0,010111,0001,0101011101
1,0,1,1,0,010101,0000,1000011011
1,0,1,1,0,010110,0000,0110000010
1,0,0,1,0,010111,0000,0100100111
1,0,0,0,0,010110,0000,0010010010
1,0,0,0,0,010100,0000,0011011110
1,0,0,0,0,011000,0000,0001100101
1,0,0,0,0,011101,0000,0001110111
1,0,1,0,0,011000,0000,0101011000
1,0,1,0,0,010111,0000,0111100100
1,0,0,0,0,011100,0000,0010110101
1,0,0,0,0,011100,0000,0010011110
1,0,0,0,0,010100,0101,0001101000
1,0,0,0,0,010100,0000,0011000001
1,0,0,0,0,010101,0000,0010110011
1,0,1,0,0,010110,0000,0101001111
1,0,1,0,0,010111,0000,0110011000
1,0,0,0,0,010111,0000,0011000000
1,0,0,0,0,011000,0000,0011100010
1,0,0,0,0,011000,0000,0011011000
1,0,0,0,0,011011,0000,0011010100
1,0,0,0,0,011101,0000,0011100010
1,0,1,0,1,010101,0000,0101011001
1,0,1,0,1,010110,0000,0111101000
1,0,0,0,1,011010,0000,0100010100
1,0,0,0,1,011110,0000,0100111010
1,0,0,0,1,011110,0000,0100001110
0,0,0,0,1,011000,0000,0010101101
0,0,0,0,1,010100,0000,0010110101
1,0,1,0,1,010100,0000,0111110101
1,0,1,0,1,011001,0000,1010000111
1,0,0,1,1,011100,0000,0110010000
1,0,0,0,1,011110,0000,0011110100
1,0,0,0,1,011100,0000,0011101011
1,0,0,0,1,011011,0000,0011000100
1,0,0,0,1,011000,0100,0010101110
1,0,1,0,1,011010,0000,0101101010
1,0,1,0,1,010010,0010,0101000011
1,0,0,0,0,010100,0000,0001111010
1,0,0,0,0,010100,0001,0001111001
1,0,0,0,0,010011,0101,0001111000
1,0,0,0,0,011001,0000,0010000111
1,0,0,0,0,011001,0000,0010101011
1,0,1,0,0,011000,0000,0011010000
1,0,1,0,0,010100,0000,0011110000
0,0,0,0,0,010010,0001,0001001111
1,0,0,0,0,010010,1111,0001011001
1,0,0,0,0,010011,0001,0001101000
1,0,0,0,0,010011,0101,0000111111
0,0,0,0,0,010101,0000,0001101101
1,0,1,0,0,010111,0000,0100010010
1,0,1,0,0,010101,0000,0101111010
1,0,0,0,0,010110,0001,0010001010
1,0,0,0,0,010100,0000,0001101110
1,0,0,0,0,010100,0000,0001101010
1,0,0,0,0,010011,0000,0001100011
1,0,0,0,0,010011,0000,0001110011
1,0,1,0,0,011000,0000,0011101100
1,0,1,0,0,010111,0000,0011001101
1,0,0,0,0,010011,0111,0001111000
1,0,0,0,0,010101,0000,0001100010
1,0,0,0,0,001111,0011,0001100101
1,0,0,0,0,010001,1111,0001110111
0,0,0,0,0,010000,0011,0001100000
1,0,1,0,0,010001,1111,0011100000
0,0,1,0,0,010000,0000,0100011001
0,0,0,0,0,010010,0001,0001010100
0,0,0,0,0,010010,0000,0001110110
0,0,0,0,0,010100,0000,0001000101
0,0,0,0,0,010011,0000,0001011010
0,0,0,0,0,010010,1111,0001101010
0,0,1,0,0,010001,0000,0011001100
0,0,1,0,0,010000,0000,0010101100
0,0,0,0,0,010000,1011,0001010111
0,0,0,0,0,010001,0010,0001010110
0,0,0,0,0,010010,0100,0001001100
0,0,0,0,0,010000,0101,0001001101
0,0,0,0,0,010000,0010,0010001011
0,0,1,0,0,010000,0010,0011011010
0,0,1,0,0,001111,0000,0101011011
0,0,0,1,0,001111,0000,0101001010
0,0,0,0,0,010101,0000,0001101111
0,0,0,0,0,010100,0000,0001100110
0,0,0,0,0,010000,0010,0001010110
0,0,0,0,0,010001,0100,0001100011
0,0,1,0,0,001111,0000,0010101001
0,0,1,0,0,001111,0000,0011001010
0,0,0,0,0,001111,0001,0001100001
0,0,0,0,0,001110,0100,0001001111
0,0,0,0,0,010001,1100,0001101100
0,0,0,0,0,001101,0011,0001000001
0,0,0,0,0,001101,1111,0001100000
0,0,1,0,0,001110,0001,0011010101
0,0,1,0,0,001110,0000,0011001000
0,0,0,0,0,001111,0011,0001100100
0,0,0,0,0,010000,0000,0001001111
0,0,0,0,0,001101,0000,0001010111
0,0,0,0,0,001110,0010,0001101011
0,0,0,0,0,001110,0011,0001100110
0,0,1,0,0,010000,0001,0010110010
0,0,1,0,0,010000,0000,0010110100
0,0,0,0,0,001100,0000,0010000000
0,0,0,0,0,001110,1111,0001111011
0,0,0,0,0,001111,0010,0010001111
0,0,0,0,0,001111,0010,0010000101
0,0,0,0,0,001110,0000,0001101100
0,0,1,0,1,001110,0000,0011011000
0,0,1,0,1,010000,0111,0011000011
0,0,0,0,1,010000,0001,0001111010
0,0,0,0,1,001011,0110,0001010000
0,0,0,0,1,001110,0111,0001110010
0,0,0,0,1,001110,0001,0001111001
0,0,0,0,1,001110,0000,0010001101
0,0,1,0,1,010000,0000,0011001000
0,0,1,0,1,010001,0000,0010111111
0,0,0,0,1,010100,0000,0010001010
0,0,0,0,1,010100,0000,0001100010
0,0,0,0,1,010011,0101,0001111000
0,0,0,0,1,010111,0000,0001100101
0,0,0,0,1,010000,0001,0001111011
0,0,1,0,1,001110,0100,0010101101
0,0,1,0,1,001101,0000,0010011101
0,0,0,0,0,001101,1011,0001000100
0,0,0,0,0,001100,1001,0001000100
0,0,0,0,0,001110,1010,0001001010
0,0,0,0,0,001110,0000,0001010000
0,0,0,0,0,010000,0000,0001100000
0,0,1,0,0,010001,0000,0010110010
0,0,1,0,0,010001,0100,0010111001
0,0,0,0,0,001110,1011,0001001011
0,0,0,0,0,001111,0010,0001011010
0,0,0,0,0,001111,0000,0001010010
0,0,0,0,0,001101,0000,0001011110
0,0,0,0,0,001111,0000,0010010000
0,0,1,0,0,010001,0000,0010100000
0,0,1,0,0,010100,0000,0011110010
0,0,0,0,0,010110,0000,0001100100
0,0,0,0,0,010011,0001,0001010111
0,0,0,0,0,001111,0100,0000110101
0,0,0,0,0,010000,1000,0001010100
0,0,0,0,0,010010,0000,0001110010
0,0,1,0,0,010000,0000,0011000111
0,0,1,0,0,010001,0000,0010111101
0,0,0,0,0,010101,0000,0001010010
0,0,0,0,0,010111,0000,0001101101
0,0,0,0,0,010110,0001,0001011000
0,0,0,0,0,011001,0000,0001101001
0,0,0,0,0,001110,1111,0001010110
0,0,1,0,0,010000,0111,0011000010
0,0,1,0,0,010001,0000,0010101111
0,0,0,0,0,010010,0000,0010000010
0,0,0,0,0,010001,0000,0001100011
0,0,0,0,0,010001,0000,0001010110
0,0,0,0,0,010000,0000,0001101001
0,0,0,0,0,001110,0000,0001111101
0,0,1,0,0,010010,0000,0010111000
0,0,1,0,0,010110,0000,0011101011
0,0,0,0,0,010110,0010,0001011100
0,0,0,0,0,010100,0110,0001010100
0,0,0,0,0,010001,0001,0010000011
0,0,0,0,0,010011,0000,0001000001
0,0,0,0,0,010011,0000,0001111110
0,0,1,0,0,010000,0000,0011000001
0,0,1,0,0,010001,0001,0010110001
0,0,0,0,0,010100,0000,0001111111
0,0,0,0,0,010111,0000,0010001101
0,0,0,0,0,011001,0000,0010011100
0,0,0,0,0,010100,0001,0001011100
0,0,0,0,0,010001,1111,0001110011
0,0,1,0,0,010000,0000,0010010110
0,0,1,0,0,010010,0000,0011001100
0,0,0,0,0,001101,0000,0001110111
0,0,0,0,0,001110,0110,0001011011
0,0,0,0,0,001100,1111,0000110110
0,0,0,0,0,001111,1111,0001010111
0,0,0,0,0,010011,0000,0010011010
0,0,1,0,0,010101,0000,0010011011
0,0,1,0,0,001110,0010,0011010100
0,0,0,0,0,010000,0000,0010001011
0,0,0,0,0,010010,0000,0010001101
0,0,0,0,0,001110,0010,0010100011
0,0,0,0,0,010000,0000,0010111010
0,0,0,0,0,010101,0000,0010100011
0,0,1,0,0,010001,0010,0011111000
0,0,1,0,0,010001,0010,0100001000
0,0,0,0,0,010010,0000,0010001111
