pyo_open,dec,weekend,public_hol,school_hol,temp,rain,lines
0,0,0,0,0,010010,0000,0010100110
0,0,0,0,0,010100,0000,0001001011
0,0,0,0,0,010000,1111,0001100111
0,0,0,0,0,010000,1100,0001101101
0,0,1,0,1,010110,0100,0011011110
0,0,1,0,1,010101,0000,0011100111
0,0,0,1,1,001111,1111,0010110110
0,0,0,0,1,010000,1100,0001100101
0,0,0,0,1,010101,0000,0010011010
0,0,0,0,1,011101,0000,0010010011
0,0,0,0,1,011000,0000,0010000101
0,0,1,0,1,011010,0000,0011010111
0,0,1,0,1,011010,0000,0001111010
0,0,0,0,1,010001,0010,0001011110
0,0,0,0,1,010001,0000,0001111000
0,0,0,0,1,010001,0001,0010010000
0,0,0,0,1,010100,0001,0010101011
0,0,0,0,1,011010,0000,0001111111
0,0,1,0,1,011100,0000,0011001000
0,0,1,0,1,001111,0001,0011001001
0,0,0,0,0,010000,1111,0001010101
0,0,0,0,0,001111,0100,0010001011
0,0,0,0,0,010100,0100,0010011011
0,0,0,0,0,011111,0000,0001111111
0,0,0,0,0,010001,1001,0001101101
0,0,1,0,0,010000,0000,0010111000
0,0,1,0,0,010010,0000,0011011000
0,0,0,0,0,010111,0000,0010000111
0,0,0,0,0,011100,0000,0001111011
0,0,0,0,0,010011,0000,0001010000
1,0,0,0,0,010101,0000,0010000001
1,0,0,0,0,010110,0000,0010101011
1,0,1,0,0,011110,0000,0100100100
1,0,1,0,0,010010,0000,0100111110
1,0,0,0,0,010010,0001,0010011110
1,0,0,0,0,010011,0000,0010000110
1,0,0,0,0,010100,0000,0001111011
1,0,0,0,0,011001,0000,0010110011
1,0,0,0,0,011100,0000,0011110011
1,0,1,0,0,010011,0000,1000111101
1,0,1,0,0,011001,0000,1010001111
1,0,0,0,0,011010,0000,0011001010
1,0,0,0,0,010011,0000,0011010110
0,0,0,0,0,010111,0000,0010100011
0,0,0,0,0,011001,0000,0010001000
1,0,0,0,0,100000,0000,0010111011
1,0,1,0,0,010100,1110,0101101111
1,0,1,0,0,010001,1111,0101110110
0,0,0,0,0,010011,0010,0010010001
0,0,0,0,0,010100,0000,0010000001
0,0,0,0,0,011101,0000,0010010010
1,0,0,0,0,100011,0000,0010100000
0,0,0,0,0,011010,0000,0010001110
1,0,1,0,0,011101,0000,1000011111
0,0,1,0,0,100100,0000,0100100000
1,0,0,0,0,100000,0000,0010101101
1,0,0,0,0,010010,0001,0011010100
1,0,0,0,0,010101,0000,0010101111
0,0,0,0,0,010101,0000,0010011101
0,0,0,0,0,010111,0000,0011000100
1,0,1,0,0,011001,0000,1000111010
0,0,1,0,0,011100,0000,0110001010
0,0,0,0,0,011110,0000,0011001101
0,0,0,0,0,011011,0000,0001110101
1,0,0,0,0,010111,0000,0010100111
1,1,0,0,0,011000,0000,0011000010
1,1,0,0,0,011001,0000,0100000110
1,1,1,0,0,100000,0000,1000001101
1,1,1,0,0,011101,0000,0100111100
1,1,0,0,0,010111,0101,0011110100
1,1,0,0,0,011000,0000,0100001110
1,1,0,0,0,011111,0000,0011111100
1,1,0,0,0,010101,1000,0011100010
1,1,0,0,0,010110,0001,0101001010
1,1,1,0,0,011010,0000,1011000101
1,1,1,0,0,011111,0000,1001100010
1,1,0,0,0,100101,0000,0100011110
1,1,0,0,0,100100,0000,0011010111
1,1,0,0,0,011000,0000,0101000101
1,1,0,0,0,010111,0000,0110011000
1,1,0,0,0,011100,0000,0110000001
1,1,1,0,1,010110,0000,1011011100
1,1,1,0,1,011011,0000,1100111011
1,1,0,0,1,100101,0000,0111011110
1,1,0,0,1,010111,0010,1000010110
1,1,0,0,1,011011,0000,1001001101
1,1,0,0,1,100001,0000,1001100110
1,1,0,0,1,100110,0000,1000100101
1,1,1,0,1,100100,0000,0110011011
1,0,0,0,1,011100,0000,0101100111
1,0,0,1,1,011110,0110,0111010001
1,0,0,0,1,011111,0011,1111011010
1,0,0,0,1,011000,0000,1101110000
1,0,1,0,1,011001,0000,0101001011
1,0,1,1,1,011000,0000,1000101111
1,0,0,0,1,011001,0000,1110000100
1,0,0,0,1,011100,0000,1010010001
1,0,0,0,1,100001,0000,0111110001
1,0,0,0,1,100100,0000,0111101111
1,0,0,0,1,101000,0000,0100011100
1,0,1,0,1,101001,0000,0100001100
1,0,1,0,1,011100,0000,1010011010
1,0,0,0,1,011110,0000,0111101001
1,0,0,0,1,011101,0000,1000000110
1,0,0,0,1,011100,0000,1000100010
1,0,0,0,1,100101,0000,0101101111
1,0,0,0,1,010111,1100,0010010000
1,0,1,0,1,010111,1000,1011100011
1,0,1,0,1,011010,0000,1011101110
1,0,0,0,1,100100,0000,0101010110
1,0,0,0,1,101001,0000,0010101111
1,0,0,0,1,011011,0000,0111101110
1,0,0,0,1,100110,0000,0101011010
1,0,0,0,1,011000,1111,0101000100
1,0,1,0,1,011011,0000,1001110100
1,0,1,0,1,100010,0000,1000001101
1,0,0,0,1,100001,0000,0011101010
1,0,0,0,1,011001,0110,0111010011
1,0,0,0,1,011011,0000,0110000101
1,0,0,1,1,011100,0000,1000001100
1,0,0,0,1,100000,0000,0111110010
1,0,1,0,1,100000,0000,1001000111
1,0,1,0,1,100111,0000,0110110000
1,0,0,0,0,011101,0000,0010001011
1,0,0,0,0,011010,0000,0011010011
1,0,0,0,0,011010,0000,0010011000
1,0,0,0,0,011010,0000,0011010001
1,0,0,0,0,011110,0000,0010110011
1,0,1,0,0,011110,0000,0111010110
1,0,1,0,0,011001,0001,0011110111
1,0,0,0,0,010011,1111,0001010100
1,0,0,0,0,100000,0000,0011000101
1,0,0,0,0,101010,0000,0001101011
1,0,0,0,0,101001,0000,0001101010
1,0,0,0,0,101000,0000,0001111000
1,0,1,0,0,100010,0000,0101011100
1,0,1,0,0,010111,0000,1011000000
1,0,0,0,0,011000,0000,0011110001
1,0,0,0,0,011100,0000,0011111111
1,0,0,0,0,100001,0000,0010011001
1,0,0,0,0,011011,0000,0011100000
1,0,0,0,0,010111,0000,0010111100
1,0,1,0,0,010101,0000,0110011000
1,0,1,0,0,010100,0010,0110111111
1,0,0,0,0,010111,0001,0010101011
1,0,0,0,0,011111,0000,0010100000
1,0,0,0,0,011110,0000,0010101011
1,0,0,0,0,011001,0000,0010101100
1,0,0,0,0,011001,0000,0010101101
1,0,1,0,0,011001,0000,1000100101
1,0,1,0,0,011011,0000,1001011011
1,0,0,0,0,100011,0000,0001111111
1,0,0,0,0,100110,0000,0001001000
1,0,0,0,0,100111,0000,0001101111
1,0,0,0,0,100100,0000,0010001110
1,0,0,0,0,100010,0000,0010010111
1,0,1,0,0,100001,0000,0110000001
1,0,1,0,0,011011,0000,1001011110
1,0,0,0,0,011101,0000,0011001011
1,0,0,0,0,100000,0000,0010010100
1,0,0,0,0,100001,0000,0010110011
1,0,0,0,0,100001,0000,0010000001
1,0,0,0,0,100000,0000,0011100001
1,0,1,0,0,011111,0000,1000101010
1,0,1,0,0,010110,0001,0110010110
1,0,0,1,0,010111,0111,1100011000
1,0,0,0,0,011110,0000,0011110110
1,0,0,0,0,100011,0000,0011010000
1,0,0,0,0,010111,0000,0010111111
1,0,0,0,0,011011,0000,0011010101
1,0,1,0,0,100010,0000,0110101000
1,0,1,0,0,100011,0000,0110111011
1,0,0,0,0,100010,0000,0010001001
1,0,0,0,0,011110,1111,0010001110
1,0,0,0,0,010111,0000,0010000001
1,0,0,0,0,011101,0000,0010101001
1,0,0,0,0,100001,0000,0010101010
1,0,1,0,0,011100,0000,0111000111
1,0,1,0,0,100001,0000,0110100011
1,0,0,0,0,011000,0000,0001111110
1,0,0,0,0,011001,0000,0010000000
1,0,0,0,0,010111,0000,0001101111
1,0,0,0,0,010100,0100,0010011000
1,0,0,0,0,010100,0000,0010011110
1,0,1,0,0,010110,0000,0110100100
1,0,1,0,0,010101,0000,1000010110
1,0,0,0,0,010110,0000,0010110010
1,0,0,0,0,011011,0000,0010011111
1,0,0,0,0,011101,0000,0011000000
1,0,0,0,0,011101,0000,0011011110
1,0,0,0,0,011110,0000,0011101011
1,0,1,0,0,011101,0000,0110111010
1,0,1,0,0,010010,0011,0101000011
1,0,0,0,0,010011,0001,0011101101
1,0,0,0,0,010101,0000,0011001000
1,0,0,0,0,011000,0000,0011110001
1,0,0,0,0,011010,0000,0100011101
1,0,0,1,0,011000,0000,1001011010
1,0,1,1,1,011010,0000,1001100111
1,0,1,1,1,011000,0000,1010110001
1,0,0,1,1,011100,0000,1010110011
1,0,0,0,1,011101,0000,0101111001
1,0,0,0,1,011111,0000,0101101011
1,0,0,0,1,010101,0000,0010100111
1,0,0,0,1,010111,0101,0101011101
1,0,1,0,1,011000,0000,1000010100
1,0,1,0,1,011001,0000,1010000011
1,0,0,0,1,010100,0011,0100100110
1,0,0,1,1,010101,1000,0111011101
0,0,0,0,1,010000,0110,0010001010
0,0,0,0,1,010010,0000,0001111100
0,0,0,0,1,010001,0100,0010100101
0,0,1,0,1,010010,0011,0011010101
0,0,1,0,1,010100,0000,0011011011
0,0,0,0,0,010010,0000,0001101000
0,0,0,0,0,010001,0011,0001011011
0,0,0,0,0,010010,0000,0001101100
1,0,0,0,0,010010,0000,0001101111
1,0,0,0,0,010100,0000,0010011110
1,0,1,0,0,010100,0000,0011110000
0,0,1,0,0,001111,0000,0011101111
0,0,0,0,0,010001,0000,0001100011
0,0,0,0,0,010011,0000,0001001101
0,0,0,0,0,010101,0000,0001100001
0,0,0,0,0,010101,0000,0001101000
0,0,0,0,0,010101,0000,0010001001
1,0,1,0,0,010101,0000,0010111111
1,0,1,0,0,010101,0000,0100101110
0,0,0,0,0,010111,0000,0001101001
0,0,0,0,0,010101,0000,0010000011
0,0,0,0,0,010010,0001,0001000101
0,0,0,0,0,010101,0101,0001111000
0,0,0,0,0,010100,0000,0010000110
0,0,1,0,0,010101,0000,0011000001
0,0,1,0,0,010111,0000,0011011000
0,0,0,0,0,010100,0000,0001011101
0,0,0,0,0,010011,0010,0001010000
0,0,0,0,0,010011,0100,0000110010
0,0,0,0,0,010100,0000,0001110100
0,0,0,0,0,010110,0000,0001110000
0,0,1,0,0,010100,0000,0001111101
0,0,1,0,0,001111,1111,0010110011
0,0,0,0,0,001111,0100,0001111111
0,0,0,0,0,001111,1111,0001010111
0,0,0,0,0,001111,0000,0001011010
0,0,0,0,0,001111,0000,0001001011
0,0,0,0,0,010001,0000,0000110101
0,0,1,0,0,010010,0000,0010111000
0,0,1,0,0,010000,0000,0011001100
0,0,0,0,0,010010,0000,0001001010
0,0,0,0,0,010001,0000,0001001101
0,0,0,0,0,010000,0000,0000111011
0,0,0,0,0,010001,0000,0001011011
0,0,0,0,0,001111,0000,0001011000
0,0,1,0,0,010000,0000,0011000010
0,0,1,0,0,010000,0000,0100111111
0,0,0,1,0,010010,0000,0100101001
0,0,0,0,0,010010,0000,0001000111
0,0,0,0,0,010011,0000,0001000111
0,0,0,0,0,010011,0000,0001000010
0,0,0,0,0,001111,0000,0001100110
0,0,1,0,0,010001,0001,0001110000
0,0,1,0,0,010001,0000,0010010011
0,0,0,0,0,010011,0000,0001010011
0,0,0,0,0,010011,0000,0000111100
0,0,0,0,0,010011,0000,0001001110
0,0,0,0,0,010100,0000,0001111000
0,0,0,0,0,010011,0000,0001100111
0,0,1,0,0,010001,0000,0010001110
0,0,1,0,0,001111,0000,0010111110
0,0,0,0,0,010000,0010,0001010000
0,0,0,0,0,010001,0000,0001011001
0,0,0,0,0,010000,0000,0001011011
0,0,0,0,0,001110,0011,0001100010
0,0,0,0,0,010000,0010,0001001011
0,0,1,0,0,010001,0000,0010111100
0,0,1,0,0,010010,0000,0011000100
0,0,0,0,0,001101,0001,0001011011
0,0,0,0,0,010000,1001,0001010110
0,0,0,0,0,010000,1010,0001010111
0,0,0,0,0,010001,0000,0001101111
0,0,0,0,0,001110,0110,0010000101
0,0,1,0,1,001111,0111,0011000010
0,0,1,0,1,001111,0001,0011000110
0,0,0,0,1,010001,0000,0001111111
0,0,0,0,1,010011,0000,0001110111
0,0,0,0,1,010010,0000,0010001100
0,0,0,0,1,010010,0000,0010011110
0,0,0,0,1,001110,0011,0001101000
0,0,1,0,1,001111,0011,0010011000
0,0,1,0,1,001101,0000,0010010111
0,0,0,0,1,001111,1010,0001001011
0,0,0,0,1,001110,1101,0001000110
0,0,0,0,1,001110,0100,0010000011
0,0,0,0,1,001111,0000,0010000100
0,0,0,0,1,010010,0000,0010000011
0,0,1,0,1,010011,0000,0010111101
0,0,1,0,1,010001,0000,0010101110
0,0,0,0,0,010011,0110,0001011000
0,0,0,0,0,010001,0000,0000111100
0,0,0,0,0,010001,0000,0001001100
0,0,0,0,0,010001,0000,0001000110
0,0,0,0,0,010100,0011,0001100001
0,0,1,0,0,010110,0000,0010101000
0,0,1,0,0,010000,0110,0010010001
0,0,0,0,0,001111,1000,0000111011
0,0,0,0,0,010001,0000,0000110011
0,0,0,0,0,010000,0000,0000110100
0,0,0,0,0,001100,1011,0001010100
0,0,0,0,0,001101,0001,0001100111
0,0,1,0,0,001111,0101,0010000010
0,0,1,0,0,001110,1010,0010001011
0,0,0,0,0,001111,0111,0001010100
0,0,0,0,0,001111,0000,0001000110
0,0,0,0,0,010011,0000,0000111000
0,0,0,0,0,010011,0000,0001100010
0,0,0,0,0,010001,0000,0001011100
0,0,1,0,0,010010,0000,0011000100
0,0,1,0,0,010111,0000,0011000010
0,0,0,0,0,010110,0000,0000111111
0,0,0,0,0,010000,1000,0000101101
0,0,0,0,0,010001,1111,0001001110
0,0,0,0,0,010000,0011,0001001001
0,0,0,0,0,001111,0111,0010001101
0,0,1,0,0,001111,0001,0010100000
0,0,1,0,0,001111,0000,0010101010
0,0,0,0,0,001110,1101,0001001010
0,0,0,0,0,010001,0000,0001000010
0,0,0,0,0,001111,0000,0001010111
0,0,0,0,0,001111,0011,0001110111
0,0,0,0,0,001101,0000,0001101101
0,0,1,0,0,001111,0000,0011000000
0,0,1,0,0,001110,0001,0010100011
0,0,0,0,0,001100,0000,0001001100
0,0,0,0,0,001111,0000,0001010100
0,0,0,0,0,010001,0000,0001001010
0,0,0,0,0,010011,0000,0001100101
0,0,0,0,0,010111,0000,0001110101
0,0,1,0,0,010110,0101,0010110100
0,0,1,0,0,001111,1111,0011010001
0,0,0,0,0,001110,1000,0001110010
0,0,0,0,0,001111,0100,0000110011
0,0,0,0,0,001111,0000,0001000001
0,0,0,0,0,010000,0010,0001000011
0,0,0,0,0,010000,0001,0001101110
0,0,1,0,0,010001,0000,0011110011
0,0,1,0,0,010101,0000,0011010001
0,0,0,0,0,011001,0000,0001011110
0,0,0,0,0,010111,0001,0001001101
0,0,0,0,0,001110,0111,0001010100
0,0,0,0,0,010000,0010,0001010111
0,0,0,0,0,010001,0001,0010010001
0,0,1,0,0,010010,0000,0011011011
0,0,1,0,0,011001,0000,0011100101
0,0,0,0,0,010010,0000,0001011110
0,0,0,0,0,010001,0011,0001100000
0,0,0,0,0,010111,0000,0001000110
0,0,0,0,0,010101,0000,0001111110
0,0,0,0,0,011110,0000,0001111000
0,0,1,0,0,011000,0000,0011011110
0,0,1,0,0,010011,0000,0011011000
0,0,0,0,0,010011,0000,0010000111
0,0,0,0,0,010111,0000,0010100011
0,0,0,0,0,011001,0000,0010000100
0,0,0,0,0,010001,0010,0010010101
0,0,0,0,0,010010,0011,0010100100
0,0,1,0,1,010010,0000,0011010000
0,0,1,0,1,010010,0000,0011101111
0,0,0,1,1,010111,0000,0100101101
0,0,0,0,1,011100,0000,0010001100
0,0,0,0,1,011110,0000,0010010000
0,0,0,0,1,010010,0010,0011010110
0,0,0,0,1,010100,0000,0010110010
0,0,1,0,1,011100,0001,0010100000
0,0,1,0,1,011011,0000,0010110011
0,0,0,0,1,010100,0000,0010011110
0,0,0,0,1,011011,0000,0010010001
0,0,0,0,1,011001,0000,0001111011
0,0,0,0,1,010111,1100,0010000100
0,0,0,0,1,010011,0000,0010000000
0,0,1,0,1,010110,0011,0011001111
0,0,1,0,1,011001,0000,0010110110
0,0,0,0,0,100000,0000,0001101101
0,0,0,0,0,100010,0000,0001010000
0,0,0,0,0,100010,0000,0010001001
0,0,0,0,0,010101,0001,0010110000
0,0,0,0,0,010100,0000,0001111011
1,0,1,0,0,010100,0000,0100001001
1,0,1,0,0,010011,0000,0011110101
1,0,0,0,0,011001,0000,0001011010
1,0,0,0,0,011011,0000,0010000011
1,0,0,0,0,011000,0101,0001101101
1,0,0,0,0,010101,0000,0001111010
1,0,0,0,0,100001,0000,0010010110
1,0,1,0,0,010110,0000,0110001101
1,0,1,0,0,011100,0000,0110011111
1,0,0,0,0,010001,1100,0010001111
1,0,0,0,0,010100,0000,0010100100
1,0,0,0,0,010101,0000,0010101111
1,0,0,0,0,010110,0000,0010110000
1,0,0,0,0,010011,0000,0011101111
1,0,1,0,0,010101,0000,1000110011
1,0,1,0,0,011001,0000,1100001110
1,0,0,0,0,010100,0000,0010011000
1,0,0,0,0,010101,0000,0011010111
1,0,0,0,0,011001,0000,0100001011
1,0,0,0,0,011111,0000,0011011011
1,0,0,0,0,100010,0000,0011101100
1,0,1,0,0,100000,0000,1000100000
1,0,1,0,0,100011,0000,1001110011
1,0,0,0,0,100101,0000,0010111100
1,0,0,0,0,100011,0000,0010101010
1,0,0,0,0,010011,0011,0010001010
1,0,0,0,0,010011,0101,0011110001
1,0,0,0,0,010010,0001,0011001000
1,0,1,0,0,011000,0100,1010001000
1,0,1,0,0,100000,0000,1011000011
1,0,0,0,0,100011,0000,0011010001
1,0,0,0,0,100100,0000,0011011101
1,0,0,0,0,100100,0000,0010100111
1,0,0,0,0,011010,0100,0011001000
1,0,0,0,0,011101,0001,0011110110
1,0,1,0,0,011100,0101,1100000000
1,0,1,0,0,010111,0000,1011001010
1,0,0,0,0,011100,0000,0101001110
1,0,0,0,0,100100,0000,0011010110
1,0,0,0,0,100111,0000,0010010100
1,0,0,0,0,100011,0000,0011011010
1,1,0,0,0,010101,1101,0011001100
1,1,1,0,0,010100,0000,0111000111
1,1,1,0,0,010100,0000,1010000010
1,1,0,0,0,010110,0000,0100000101
0,1,0,0,0,010011,0001,0001010001
1,1,0,0,0,010101,0010,0100101110
1,1,1,0,0,011001,0000,1010011100
1,1,1,0,0,011110,0000,1001011010
1,1,0,0,0,011111,0000,1000111110
1,1,0,0,0,100111,0000,0110011001
1,1,0,0,0,100111,0000,0100000110
1,1,0,0,0,011010,0000,0100111100
1,1,0,0,0,011011,0000,0110001101
1,1,1,0,1,011011,0000,1010101001
1,1,1,0,1,100011,0000,1000100111
1,1,0,0,1,100011,0000,0100101100
1,1,0,0,1,011101,1010,0110010000
1,1,0,0,1,010111,0000,1001001001
1,1,0,0,1,011000,0000,1001010001
1,1,0,0,1,100001,0000,1001111100
1,1,1,0,1,100110,0000,1010101101
1,1,1,0,1,011001,0000,1001111000
1,0,0,1,1,100011,0000,0110100010
1,0,0,0,1,100110,0000,0101110101
1,0,0,0,1,011100,0000,1110011100
1,0,0,0,1,011010,0001,1011110110
1,0,1,0,1,011001,0000,1101000100
1,0,1,0,1,011010,0000,1001011110
1,0,0,0,0,011110,0000,0010010111
1,0,1,0,0,100001,0000,0110101010
1,0,1,0,0,100011,0000,0110100010
1,0,0,0,0,100101,0000,0010000011
1,0,0,0,0,100100,0000,0010010101
1,0,0,0,0,101001,0000,0001011110
1,0,0,0,0,101001,0000,0001101010
1,0,0,0,0,101001,0000,0001100100
1,0,1,0,0,100000,0000,0101110010
1,0,1,0,0,011010,0000,1010100011
1,0,0,0,0,011010,0000,0010110101
1,0,0,0,0,011110,0000,0010000000
1,0,0,0,0,011001,0000,0011110000
1,0,0,0,0,011000,0000,0010110011
1,0,0,0,0,011010,0000,0011000001
1,0,1,0,0,011100,0000,0111010110
1,0,1,0,0,011011,0000,0111011111
1,0,0,0,0,011101,0001,0010000000
1,0,0,0,0,100011,0000,0010110100
1,0,0,0,0,100000,0000,0010010111
1,0,0,0,0,100001,0000,0010110100
1,0,0,0,0,100011,0001,0010101011
1,0,1,0,0,010111,0100,0110000101
1,0,1,0,0,011000,0000,1000001110
1,0,0,0,0,011010,0000,0010011100
1,0,0,0,0,100100,0000,0001011011
1,0,0,0,0,011000,0000,0010000000
1,0,0,0,0,011101,0000,0010101001
1,0,0,0,0,100001,0000,0010110110
1,0,1,0,0,011011,0000,1000010101
1,0,1,0,0,011000,0000,0111010101
1,0,0,0,0,011000,0000,0010111100
1,0,0,0,0,011010,0000,0010110011
1,0,0,0,0,100011,0000,0010001100
1,0,0,0,0,100011,0000,0011001101
1,0,0,0,0,100100,0000,0010110000
1,0,1,0,0,100100,0000,0101000000
1,0,1,0,0,100001,0000,1001110010
1,0,0,1,0,011001,0000,1011111010
1,0,0,0,0,011001,0000,0011000001
1,0,0,0,0,011001,0000,0011000001
1,0,0,0,0,011001,0000,0010001100
1,0,0,0,0,011011,0000,0010111000
