condition,message
100111000010000,0111001000
100010101110100,0110001011
100010101110001,1010100100
101010101110001,1010111010
101010101100000,0111101001
100010101110011,0111010111
100010101110000,1000011110
100010111000000,0111101110
100010111110000,0111110001
100011000110000,0101011001
101011000010000,0111110010
101011001000000,1000011000
100011010100000,0001111110
100011011010000,0001100101
100011011000000,0001010011
100011011000000,0000111110
100011010110000,0010000010
101010111110010,0110001101
101010111010000,1000100001
100010111100000,0101000100
100010110110000,0101001101
100010111010000,0100110100
100011000110000,0011011000
100010110110000,0101101011
101010110110000,1000110000
101011000100000,0110111011
100111001110000,0110000101
100001010110000,0000111111
100000111110000,0001111101
100001001010000,0001011010
100001001100000,0010001100
101001010110000,0010010001
101001011010000,0010111100
100000111000000,0001110110
100000111000000,0010000101
100001000100000,0001100011
100001000100000,0010011100
100001001010000,0001111001
101001010110000,0010101000
101000111000000,1001001011
100001000100000,0001100101
100001010110000,0001001111
100001010100000,0000110001
100000110110001,0000101010
100000110011111,0001110001
101000110111111,0011100011
101000110010000,0110100000
100000110110000,0010000011
100000110010000,0010010100
100000101010011,0001010101
100000101010010,0010100000
100000101100000,0010001111
101000101110000,0101011111
101000110110000,0111011010
100000111100000,0010001011
100000110000000,0001111001
100000110000000,0010001011
100000110000000,0010001110
100000110100000,0010010010
101000110110000,0101101110
101000111100000,0111000000
100001000000000,0010001001
100001000110000,0001001011
100000110010000,0001110001
100000110000000,0010001111
100000110000000,0010010101
101000111110000,0111010100
101001001000000,1000010011
100101000110000,1010010101
100001000000000,0001101010
100000110000010,0010100101
100000110100000,0010101000
100000111000000,0011000000
101000110000000,0101010100
101000101100101,0100101101
100000110000111,0001101110
100000110010001,0010010110
100000110010000,0001111000
100001000010000,0010100010
100000101100000,0011001110
101000101110000,0111000111
101000101000000,0110000100
100000101100001,0001101100
100000101000000,0010010001
100000111000001,0010011100
100000111010000,0001111011
100000111000000,0010000101
101000111000000,0101110001
101001000010000,0111110100
100001000010000,0001111111
100001001010000,0001111100
100000101110001,0001110001
100000101010000,0010000110
100000101010000,0010000101
101000101100000,0011111010
101000110010000,0111000011
100000110100000,0010001111
100000110000001,0010100011
100000101101111,0001100010
100000101110011,0001111010
100000100110000,0011010101
101010101010000,0101010011
101010101100000,0110110100
100010101100000,0100011010
100010101110000,0101001010
100010110000000,0100010010
100010110000000,0100000001
100110101010010,0110101011
101110101000000,0111111101
101110101110000,0101110110
100110111010000,1000101010
100010101010000,0100110111
100010101010000,0110011110
100010101100001,0101101101
100110101110000,0111001110
101010101010001,0100111011
101010101100000,0101100111
100000111010000,0010001001
100000100111111,0010000001
100000100100010,0010010010
100000100100000,0001110010
100000011001100,0001001111
101000100001000,0011010110
101000100010000,0100010110
100000100100000,0001011000
100000100010011,0001011110
100000100100000,0001100000
000000100100000,0001111100
100000011100010,0001100110
101000100111111,0011110110
001000101010000,0100101000
100000101010000,0001010000
100000101110000,0001001101
100000110000000,0001111110
100000110010000,0010010010
100000110110000,0010100010
101000110000000,0100100010
101000110010000,0110000011
100000101100000,0001110001
100000110000000,0001111010
100000110100000,0010000000
100000110100000,0001001001
000000101100000,0010010010
001000110010000,0100011011
001000110000000,0100110101
000000101000001,0000111100
000000100101001,0000111010
000000100100101,0001000110
000000101010000,0000100100
000000101010000,0001010100
001000011110000,0010010110
001000100000101,0010000000
000000100100001,0001000111
000000100100000,0001010110
000000100100000,0001000101
000000100100001,0001100001
000000100100000,0001011001
001000100110000,0011000001
001000100010000,0100101010
000100011110000,0011110100
000000100110000,0001011110
000000100010000,0001000010
000000100010000,0001001001
000000011100100,0001000110
001000011110111,0010011011
001000100000000,0010011010
000000100010000,0001000010
000000011110010,0001000111
000000100010000,0000111111
000000100000000,0001000001
000000100100000,0001100000
001000100001001,0010011001
001000100010000,0010110001
000000011011101,0001000011
000000100001111,0001001100
000000100000110,0001000001
000000100000010,0000111000
000000100010000,0000111011
001000011011111,0001100100
001000011100010,0010001001
000000011110001,0001000001
000000100000110,0001100100
000000100010001,0001011001
000000100000000,0001101001
000000100000000,0001111110
001010011100011,0010111101
001010100001111,0010101000
000010011110000,0011000101
000010100110000,0001001110
000010010111101,0001011111
000010011101111,0001011110
000010100000000,0001110100
001010011100010,0011001100
001010011100000,0011001101
000010011000000,0001101010
000010011010010,0001100100
000010100010011,0001101110
000010011010101,0001001001
000010011101000,0001100111
001010011010000,0010110101
001010011110000,0010011111
000000100010000,0001000111
000000100110000,0000111001
000000100000000,0001100000
000000100001111,0001000000
000000100000010,0001100010
001000100000011,0010100011
001000100010000,0011011111
000000100010000,0001010111
000000100010000,0001000100
000000100010011,0001001011
000000100000000,0001100000
000000011011111,0001000011
001000011100010,0010001111
001000011110000,0010110111
000000011110000,0000111100
000000100010000,0001011110
000000100000000,0001001011
000000100010000,0000111110
000000100100000,0001010111
001000100100000,0010011011
001000011110000,0011000011
000000011010000,0001001001
000000011100000,0001011010
000000011100000,0001010010
000000100000000,0001100110
000000101000000,0001100110
001000011100000,0010111110
001000100000010,0010111011
000000011110000,0001001001
000000011110000,0001000100
000000011110000,0001001101
000000100110000,0001010110
000000101010000,0010110000
001000100100000,0001110000
001000100000000,0011110101
000000100110000,0001001110
000000100110000,0001001001
000000101100000,0001001010
000000110000000,0001011101
000000110010000,0001001110
001000110010000,0010010011
001000101110000,0011001010
000000100000111,0001001101
000000100000110,0001001000
000000011110000,0001000111
000000100000101,0001101001
000000100110000,0001001101
001000101010000,0010111001
001000101110000,0010110010
000000110010000,0001011110
000000101010101,0001001111
000000100100001,0001101001
000000100100001,0001101001
000000100100000,0001100111
001000101100000,0011010110
001000110110000,0011000100
000000100100000,0001110001
000000100100000,0001101000
000000100010010,0001110010
000000011110000,0001101001
000000100110010,0001011111
001000101110000,0011000101
001000110000000,0011100101
000000110110000,0001110101
000000110110000,0010001001
000000101110001,0010000111
000000100010000,0010000110
000000101100001,0010101010
001010111110000,0010100100
001010111100000,0011110010
000010101100000,0010110000
000010101010000,0010010100
000010100110001,0011010000
000010101000000,0011000011
000010110110000,0010111100
001011000000000,0011111010
001010111010000,0011110100
000110111010000,0011111000
000010100110000,0010011010
000010101010000,0010101101
100010111010000,0011000011
100011000000000,0010111011
101010101100000,0011111001
101010101100000,0101011101
100000100010000,0010111001
100000100010000,0001101101
100000100100000,0001111110
100000100110000,0010001110
100000111000000,0011011000
101001000010000,0111001100
101001000010000,0111100001
100001000010000,0010101000
100001001010000,0001111110
100001000000000,0010110101
100000110000000,0011011100
100001000010000,0011011110
101000110100000,1000110101
101000111010000,1000100111
100000101000100,0011000110
100000101100000,0011100000
100000110010000,0010001111
100000111000000,0010100111
100001000110000,0011010000
101000100100010,0111010010
101000101000000,1011010100
100000111010000,0011011100
100000101110000,0010111110
100000101010000,0011100011
100000111010000,0010110010
100001001010000,0001101110
101000101100000,0111010111
101000101110001,1100000101
100000110110000,0011111111
100000111000000,0011000000
100001000110000,0010101000
000001001110000,0001100010
100000110000000,0100001111
101000110010000,1000001000
101000101010110,1001111100
100000101110000,0010111001
100000110000000,0011100100
100001000010000,0010001011
100000110000000,0010001111
100000110110111,0011010101
101000110000010,0100010110
101000111000111,1001101101
100000101110000,0100010101
100000101100000,0011101101
100000110100000,0100000101
100000111010000,0100000111
100001000000000,0101100000
101001001000000,1000000000
101000111110000,1000011010
110000110010000,0011100100
110000111010000,0011001101
110001000010000,0011001101
110000110010000,0010110010
110000110010000,0100000000
111000110000000,1010001101
111000110010000,1000111111
110000111100000,0100000000
110001000000000,0010101010
110000101110000,0011001101
110000110100011,0011101010
110000111110000,0100010000
111011001000000,0111011101
111010111010000,1000011100
110010111010000,0100010101
110010110000000,0101101001
110010110000000,0101111000
110010110000000,0101010001
110010110000000,0110010010
111010111100000,1001000110
111011001000000,1001100100
110010110100000,0111110111
110010110000010,1010011111
110010110000000,1000011101
100110101110000,0110111000
101010110100000,1010101001
101010111100000,1011111110
100010101110001,1010100010
100010110000000,1011111110
100010111000000,1001010010
100111001010000,0111100110
100011011000000,0010110111
101011001100000,0011011000
101010111110000,0111100000
100011000110000,0101001001
100011001110000,0011001011
100011010100000,0010010011
100010110111000,0011000101
100010101010011,0011110010
101010101001001,0010111111
101010111000010,0110111111
100010111100000,0100100001
100010101011111,0011000101
100010110000010,0100010111
100010110000000,0101110011
100010110100000,0110010101
101010110010000,1010001111
101010110100000,1001110001
100011000000000,0100101001
100011000010000,0100001000
100010111000001,0101101010
100011000000000,0100011111
100010110100000,0101000110
101010110010000,1001100000
101010101100000,1011001110
100110101010000,1001011001
100000101110000,0010101001
100000110100000,0010000011
100000111100000,0010011100
100000111010000,0010100110
101000110000000,0110111000
101000101100000,0111010111
100000110000000,0010000110
100000111010000,0001110010
100000110100000,0010001101
100000111100000,0001100011
100001001100000,0010110000
101001001110000,0011110011
101001000010000,0101111010
100000111110000,0010000000
100001000100000,0001111111
100001000110000,0001111100
100001001010000,0010001101
100001000110000,0010000001
101001010100000,0101000011
101001001110000,0100101000
100000111000000,0011011110
100000111100000,0010011100
100000111110000,0010011100
100001001010000,0010011101
100001001110000,0010111011
101001010000000,0011010100
101001010000000,0011001100
100000110110000,0010001000
100000110010000,0010100010
100000111000000,0001100010
100000111110000,0010001110
100001000110000,0001100001
101001000110001,0100111100
101000110010000,1000000100
100000111100000,0010101000
100000111100000,0010011110
100000110000000,0000111100
100000110000000,0010010011
100000110000000,0010011101
101000110000000,0111001000
101000110000000,1010011001
100100110010000,1001110011
100000110010000,0010010111
100000110010000,0010010111
100000110100000,0001101100
100000110010000,0010010000
101000111010000,0110111000
101000110010000,1000010010
100001000100000,0010010000
100000110110000,0010011010
100000111000001,0010011110
100000110110000,0010001010
100000110000000,0011101010
101000110010000,0111000010
101000111110000,0111101101
100000101110000,0010110100
100000100110000,0010010100
100000101110000,0001110011
100000100110001,0010001101
100000101000000,0010011100
101000101110000,0101110011
101000110010000,0111110111
100000110100000,0011000010
100001000000000,0010101001
100000111100000,0010100111
100000101010001,0011010110
100100101110000,1000001010
101100110000000,1000101111
101100101100000,1001001011
100100100001100,0101110100
100000100011101,0010101001
100000101000000,0010110111
100000100100000,0010101011
100000101010000,0011110000
101010110100000,0101111101
101010110000000,0111111101
100010110110000,0010110001
100010111100000,0100000000
100010110000000,0100000111
100010100110000,0011000000
100010100011011,0010110011
101010100110000,0100100001
101010100010101,0101101010
100010100010000,0100010001
100010100110000,0011011011
100010101010000,0100001000
100010101000000,0011001001
100010100010010,0001111010
101110100001101,0011111111
101010100010001,0101111000
100000100100000,0010000010
100000100010000,0001111100
100000100100000,0011010011
100000101100000,0010011000
100000101110000,0010110101
101000101010000,0100101011
101000101100000,0100111111
000000111000000,0010010101
000000100010010,0010011000
000000100100001,0001010101
000000100010001,0001011001
000000100010100,0001001111
001000100100110,0010100001
001000100110100,0010010111
000000100010100,0001110011
000000100000100,0001001001
000000011110010,0001110000
000000100000000,0001001110
000000100000000,0001100100
001000100100000,0010000111
001000101110000,0010111100
000000101100000,0001010101
000000101001111,0001011110
000000100000011,0000110110
000000011100000,0000110000
000000100010000,0001100101
001000100100000,0001111101
001000100100000,0010111111
000000101010000,0001011010
000000101010001,0001100111
000000101000000,0001011001
000000100110000,0001001110
000000100010011,0001011111
001000100000000,0010100110
001000100010011,0010101111
000000011100000,0001011110
000000011100000,0000110100
000000100000000,0001001101
000000100010001,0000111010
000000100010000,0001110100
001000101010000,0011100000
001000100010000,0100100101
000100100100000,0101001001
000000100000011,0001001101
000000011100000,0000110110
000000011100000,0001011000
000000101000000,0001011011
001000101000000,0010011010
001000100110000,0010010100
000000100000001,0001001111
000000100000001,0000110010
000000100010000,0001001000
000000100000001,0001010101
000000011110000,0001010100
001000011100000,0001111001
001000011110000,0010101010
000000100100000,0001010111
000000100100000,0000110010
000000011100000,0001011011
000000011100000,0001000001
000000100000000,0001110000
001000100000000,0010100001
000000011100000,0001110011
000000011110000,0001111111
000000100000000,0001110100
000000011100000,0001110000
001010100010000,0011111011
001010100010000,0011100000
000010100000110,0010011100
000010011110101,0010010111
000010100010001,0010001110
000010100110000,0001110110
000010011110011,0010100111
001010011001111,0011000100
001010011000101,0010100011
000010011110100,0010000110
000010011100001,0001100101
000010011010110,0001101101
000010011100001,0001111010
000010011010000,0010011101
001010011100000,0010011010
001010011010000,0010111000
000000011010000,0001100111
000000011100000,0001111001
000000100000100,0001100101
000000100100001,0001010101
000000100000001,0001011011
001000011110010,0010011110
001000011001011,0011000100
000000011100001,0000111111
000000011010010,0000110100
000000011100000,0001011110
000000011110000,0000111111
000000100000000,0001101000
001000011001011,0010001110
001000011100111,0010111010
000000011100011,0001000100
000000011010001,0001100011
000000011100100,0001011010
000000011010001,0001010011
000000010110001,0001011010
001000100010000,0011000000
001000100110000,0011001000
000000100000000,0001010111
000000100000011,0000101100
000000011110110,0001101000
000000100000100,0001011001
000000011110001,0001010011
001000011110001,0010011111
001000100000000,0011001001
000000100000000,0001100100
000000011100000,0001001101
000000100110000,0001010101
000000101110000,0001000110
000000101010011,0001000100
001000100100001,0010111010
001000100010000,0010101111
000000011100000,0000111010
000000011110000,0001101100
000000100000000,0001001001
000000011100001,0001010110
000000011100001,0001010110
001000011110000,0010011001
001000100010000,0010111100
000000101000000,0001001011
000000101000000,0001001000
000000011101000,0001001110
000000100001011,0001011101
000000011100000,0001010001
001000100100000,0010001010
001000100010000,0010001001
000000011110001,0001001110
000000100010011,0001000100
000000011110010,0001001011
000000101000000,0001100011
000000110010000,0001111011
001000110110000,0010001010
001000111010000,0010100111
000000101000000,0001101011
000000100010001,0001011001
000000100110000,0010100000
000000100011111,0001110110
000000100010000,0001011000
001000101010000,0011010001
001000110010000,0011101100
000000100000010,0001101101
000000100000001,0010000011
000000100000000,0011010001
000000100000000,0010101010
000000101000000,0010011101
001010101100000,0100000010
001010110010000,0011110011
000010101000000,0011000101
000010100100000,0011001001
000010101100000,0010101101
000010110000000,0010110101
000010111110000,0010111011
001011000010000,0011010001
001010111100000,0100001100
000111001000000,0011110111
000010110000000,0010000101
000010101010000,0001111000
000010111100000,0001100000
100011000110000,0010001111
101010111010000,0010101010
101010101010000,0011101110
100000101000000,0001101101
100000101100000,0010000110
100000111100000,0001110111
100001001000000,0001101011
100000101010001,0010001000
101000110010011,0101101000
101000111100000,0111011011
100001000010000,0010101000
100000110010000,0010011110
100000100110101,0001111001
100000101000000,0010110111
100000110000000,0100001100
101001000010000,0111100110
101000110010000,1001000000
100000101010000,0010100011
100000110010000,0010001101
000000111000000,0001100111
100001000100000,0011000001
100000111000000,0011000100
101000111000000,0111010110
101000110010000,1001011001
100000110000000,0011100010
100000111000000,0010001011
100000110100101,0010010111
100000101010010,0010110000
100000101100001,0011111111
101000111000000,1000110110
101001001000000,0101110010
100001001010000,0010110110
100000110100000,0010101010
100000110110000,0011010010
100000111000000,0001111011
100000101100000,0100001100
101000101100000,1001011110
101000110010000,1001110010
100000111110000,0011101000
100001001000000,0010110111
100001010000000,0001111111
100001001010000,0010101110
100000101110000,0100000110
101000101100000,1011001001
101000101010000,1010000111
100000101110000,0100010010
100000111010000,0011110010
000001000000000,0011010010
100000101000001,0100100011
100000101100000,0100000010
101000110000000,1000011111
101000111010000,1011110000
100001000110000,0100011110
110000101000000,0010100011
110000101010001,0011110011
110000111000000,0011110011
110001000110000,0011110011
111001010000000,0101001000
111001010100000,0100000000
110001001110000,0011011100
110000110100110,0010110100
110000110100000,0100011011
110000110100000,0011101100
110000101110000,0100100110
111010110000000,1001111010
111011000010000,1010100100
110011001010000,0100110101
110011001000000,0100000001
110011010010000,0100011000
110011010110000,0010110101
110011010010000,0000101101
111011010110000,0011111011
111010110000011,1000111001
110010110000010,0111101110
110011000000000,1000001000
110011000110000,1000111111
110011001110000,0110001001
101010110000001,0111010100
101010110100000,1010011101
100110111010000,1011100010
100011000100000,0110000000
100011001100000,0100101111
100011010010000,0110010001
100111000110000,0110100111
101010110110000,1010011111
101010111010000,1011010011
100011000000000,0111000111
100010111100000,0111101011
100010111100000,1000011001
100010111110000,1000000100
100010111110000,0101101001
101011000110000,1000111011
101011001100000,0101111001
100011001100000,0011101110
100011010000000,0010010110
100011000110000,0011010001
100010110000000,0110101000
100010110100000,0111100000
101010111100000,1001011011
101011001010000,0101001000
100011001110000,0001011000
100011001000000,0001001011
100011000100000,0011111101
100011001010000,0100011001
100010111101000,0100000010
101010110101000,1001001010
101010111010000,1001000011
100010111100000,0011000001
100111000010000,1000101111
100011000010000,0011110000
100010110100000,0100100011
100010101001111,0010110010
101010110001111,0101110000
101010110010000,1001000010
100001000010000,0010011101
000000110011101,0000110100
100000101110101,0010001000
100000110000000,0010110011
100000111100000,0010111111
101001000010000,0101101001
101000111110000,0110101000
100000111100000,0010011000
100001000110000,0010101000
100001000110000,0001111011
100001000000000,0001111000
100001000100000,0010010100
101000111010000,0111000011
101000110010000,1010010000
100000110000000,0010011001
100000110000000,0010010000
100000110100000,0010111000
100000111000000,0010000111
100000110010000,0010111011
101000110100000,0111000111
101001001010000,0101111110
100001010000000,0010000000
100001001010000,0001101011
100000111000000,0001111010
100000110100000,0010010001
100000110010000,0011100010
101000110010000,0110010011
101000111100000,0111110101
100000111110000,0001110100
100001000010000,0001101110
100001000110000,0010011011
100001000100000,0001110100
100001000010000,0010001001
101001001110000,0100000100
101001001100000,0100011111
100000111111111,0010011011
100001001010000,0001011111
100000111100000,0001110101
100000111011111,0010001001
000000111110010,0010010000
101000111110000,0101101111
101001000000000,1000000100
100100110110000,1011110001
100000111100000,0010010110
100001000010000,0001100100
100001000110000,0001100010
100000101011000,0010011110
101000101100000,0110000000
101000110000000,1000011000
000000110010000,0010000001
000000111100000,0001110110
000000110010000,0001100000
100000111000000,0001110011
100100101110001,0101011101
101100101010000,1000011011
101100101100000,0110000010
100100101110000,0100100111
100000101100000,0010010010
100000101000000,0011011110
100000110000000,0001100101
100000111010000,0001110111
101000110000000,0101011000
101000101110000,0111100100
100000111000000,0010110101
100000111000000,0010011110
100000101000101,0001101000
100000101000000,0011000001
100000101010000,0010110011
101000101100000,0101001111
101000101110000,0110011000
100000101110000,0011000000
100000110000000,0011100010
100000110000000,0011011000
100000110110000,0011010100
100000111010000,0011100010
101010101010000,0101011001
101010101100000,0111101000
100010110100000,0100010100
100010111100000,0100111010
100010111100000,0100001110
000010110000000,0010101101
000010101000000,0010110101
101010101000000,0111110101
101010110010000,1010000111
100110111000000,0110010000
100010111100000,0011110100
100010111000000,0011101011
100010110110000,0011000100
100010110000100,0010101110
101010110100000,0101101010
101010100100010,0101000011
100000101000000,0001111010
100000101000001,0001111001
100000100110101,0001111000
100000110010000,0010000111
100000110010000,0010101011
101000110000000,0011010000
101000101000000,0011110000
000000100100001,0001001111
100000100101111,0001011001
100000100110001,0001101000
100000100110101,0000111111
000000101010000,0001101101
101000101110000,0100010010
101000101010000,0101111010
100000101100001,0010001010
100000101000000,0001101110
100000101000000,0001101010
100000100110000,0001100011
100000100110000,0001110011
101000110000000,0011101100
101000101110000,0011001101
100000100110111,0001111000
100000101010000,0001100010
100000011110011,0001100101
100000100011111,0001110111
000000100000011,0001100000
101000100011111,0011100000
001000100000000,0100011001
000000100100001,0001010100
000000100100000,0001110110
000000101000000,0001000101
000000100110000,0001011010
000000100101111,0001101010
001000100010000,0011001100
001000100000000,0010101100
000000100001011,0001010111
000000100010010,0001010110
000000100100100,0001001100
000000100000101,0001001101
000000100000010,0010001011
001000100000010,0011011010
001000011110000,0101011011
000100011110000,0101001010
000000101010000,0001101111
000000101000000,0001100110
000000100000010,0001010110
000000100010100,0001100011
001000011110000,0010101001
001000011110000,0011001010
000000011110001,0001100001
000000011100100,0001001111
000000100011100,0001101100
000000011010011,0001000001
000000011011111,0001100000
001000011100001,0011010101
001000011100000,0011001000
000000011110011,0001100100
000000100000000,0001001111
000000011010000,0001010111
000000011100010,0001101011
000000011100011,0001100110
001000100000001,0010110010
001000100000000,0010110100
000000011000000,0010000000
000000011101111,0001111011
000000011110010,0010001111
000000011110010,0010000101
000000011100000,0001101100
001010011100000,0011011000
001010100000111,0011000011
000010100000001,0001111010
000010010110110,0001010000
000010011100111,0001110010
000010011100001,0001111001
000010011100000,0010001101
001010100000000,0011001000
001010100010000,0010111111
000010101000000,0010001010
000010101000000,0001100010
000010100110101,0001111000
000010101110000,0001100101
000010100000001,0001111011
001010011100100,0010101101
001010011010000,0010011101
000000011011011,0001000100
000000011001001,0001000100
000000011101010,0001001010
000000011100000,0001010000
000000100000000,0001100000
001000100010000,0010110010
001000100010100,0010111001
000000011101011,0001001011
000000011110010,0001011010
000000011110000,0001010010
000000011010000,0001011110
000000011110000,0010010000
001000100010000,0010100000
001000101000000,0011110010
000000101100000,0001100100
000000100110001,0001010111
000000011110100,0000110101
000000100001000,0001010100
000000100100000,0001110010
001000100000000,0011000111
001000100010000,0010111101
000000101010000,0001010010
000000101110000,0001101101
000000101100001,0001011000
000000110010000,0001101001
000000011101111,0001010110
001000100000111,0011000010
001000100010000,0010101111
000000100100000,0010000010
000000100010000,0001100011
000000100010000,0001010110
000000100000000,0001101001
000000011100000,0001111101
001000100100000,0010111000
001000101100000,0011101011
000000101100010,0001011100
000000101000110,0001010100
000000100010001,0010000011
000000100110000,0001000001
000000100110000,0001111110
001000100000000,0011000001
001000100010001,0010110001
000000101000000,0001111111
000000101110000,0010001101
000000110010000,0010011100
000000101000001,0001011100
000000100011111,0001110011
001000100000000,0010010110
001000100100000,0011001100
000000011010000,0001110111
000000011100110,0001011011
000000011001111,0000110110
000000011111111,0001010111
000000100110000,0010011010
001000101010000,0010011011
001000011100010,0011010100
000000100000000,0010001011
000000100100000,0010001101
000000011100010,0010100011
000000100000000,0010111010
000000101010000,0010100011
001000100010010,0011111000
001000100010010,0100001000
000000100100000,0010001111
000000100100000,0010100110
